field_1;Wahlbezirk;Wahlkreis;Wahlberechtigte;Wähler;gültige_1;CDU_1;DIE LINKE_1;SPD_1;AfD_1;GRÜNE_1;FDP_1;Die PARTEI_1;BüSo_1;gültige_2;CDU_2;DIE LINKE_2;SPD_2;AfD_2;GRÜNE_2;NPD_2;FDP_2;FREIE WÄHLER_2;Tierschutzpartei_2;PIRATEN_2 Deutschland;Die PARTEI_2;BüSo_2;ADPM_2;Blaue #TeamPetry_2;KPD_2;ÖDP_2;Die Humanisten_2;PDV_2;Gesundheitsforschung_2
"199";"57302";"44.0";"766";"409";"400";"130";"58";"32";"102";"51";"21";;"6.0";"398";"127";"47";"35";"94";"38";"0";"30";"13";"5";"1";"3";"1";"0";"0";"0";"1";"0";"1";"2"
"200";"57400";"44.0";"1189";"543";"536";"187";"57";"31";"165";"57";"24";;"15.0";"535";"168";"46";"35";"152";"50";"3";"32";"23";"8";"1";"4";"3";"1";"2";"0";"2";"2";"1";"2"
"201";"57500";"44.0";"1513";"555";"547";"137";"110";"45";"169";"53";"21";;"12.0";"547";"145";"104";"32";"156";"39";"6";"17";"11";"12";"1";"9";"3";"1";"0";"1";"4";"3";"2";"1"
"202";"57600";"44.0";"1406";"553";"543";"157";"81";"42";"160";"70";"29";;"4.0";"546";"141";"57";"42";"145";"63";"2";"41";"12";"13";"2";"18";"0";"0";"0";"0";"1";"3";"0";"6"
"203";"57700";"44.0";"919";"403";"396";"117";"57";"41";"101";"69";"9";;"2.0";"400";"111";"41";"33";"91";"65";"0";"18";"14";"5";"4";"7";"1";"1";"1";"2";"5";"1";"0";"0"
"204";"57800";"44.0";"1362";"536";"523";"193";"45";"41";"142";"69";"27";;"6.0";"527";"196";"40";"43";"122";"52";"0";"32";"21";"5";"3";"4";"0";"1";"1";"2";"1";"4";"0";"0"
"205";"61100";"42.0";"991";"471";"454";"155";"59";"36";"141";"38";"25";;;"458";"135";"50";"34";"129";"39";"1";"25";"14";"18";"0";"6";"0";"1";"1";"1";"1";"0";"1";"2"
"206";"61200";"42.0";"1055";"533";"526";"167";"46";"42";"156";"74";"41";;;"530";"166";"41";"32";"149";"48";"2";"35";"24";"11";"3";"9";"0";"0";"2";"0";"3";"2";"2";"1"
"207";"61300";"42.0";"1599";"745";"731";"216";"93";"52";"250";"61";"59";;;"733";"202";"92";"51";"227";"42";"3";"55";"30";"11";"1";"10";"0";"3";"1";"0";"0";"1";"0";"4"
"208";"61400";"42.0";"1110";"501";"496";"125";"61";"53";"187";"40";"30";;;"498";"112";"39";"45";"164";"47";"5";"25";"22";"5";"3";"23";"0";"1";"3";"2";"0";"0";"1";"1"
"209";"61500";"42.0";"1230";"527";"518";"171";"69";"44";"159";"37";"38";;;"520";"162";"56";"40";"150";"36";"5";"29";"12";"6";"1";"12";"0";"0";"3";"2";"0";"1";"1";"4"
"210";"61600";"42.0";"1033";"463";"454";"128";"78";"38";"152";"36";"22";;;"457";"116";"66";"42";"141";"32";"3";"21";"11";"12";"0";"7";"0";"1";"2";"0";"1";"1";"0";"1"
"211";"61700";"42.0";"1015";"384";"373";"100";"61";"30";"136";"30";"16";;;"376";"99";"57";"33";"117";"19";"9";"13";"9";"8";"0";"8";"0";"0";"0";"1";"0";"2";"0";"1"
"212";"61800";"42.0";"1784";"605";"589";"130";"81";"50";"266";"33";"29";;;"594";"114";"62";"41";"245";"35";"11";"28";"20";"14";"0";"14";"1";"5";"1";"0";"0";"2";"0";"1"
"213";"62101";"42.0";"712";"361";"350";"90";"31";"43";"117";"42";"27";;;"353";"84";"22";"33";"105";"43";"1";"23";"14";"10";"2";"10";"0";"1";"2";"1";"0";"1";"0";"1"
"214";"62102";"42.0";"955";"531";"523";"175";"36";"43";"148";"60";"61";;;"525";"170";"35";"35";"134";"59";"4";"51";"16";"7";"2";"10";"0";"0";"1";"0";"0";"1";"0";"0"
"215";"62200";"42.0";"1154";"606";"595";"187";"71";"37";"214";"50";"36";;;"599";"166";"62";"41";"202";"44";"5";"41";"16";"3";"1";"8";"0";"2";"1";"1";"2";"1";"0";"3"
"216";"62301";"42.0";"928";"434";"432";"126";"39";"33";"152";"41";"41";;;"434";"126";"40";"22";"143";"34";"6";"27";"11";"5";"1";"7";"1";"0";"2";"0";"3";"1";"0";"5"
"217";"62302";"42.0";"1046";"504";"498";"188";"51";"41";"124";"43";"51";;;"499";"181";"44";"42";"119";"34";"1";"48";"13";"7";"1";"4";"1";"0";"0";"0";"0";"0";"1";"3"
"218";"62400";"42.0";"1353";"701";"688";"222";"66";"43";"184";"121";"52";;;"696";"178";"49";"60";"166";"123";"4";"46";"25";"10";"2";"23";"0";"2";"0";"0";"2";"3";"0";"3"
"219";"62501";"42.0";"1267";"644";"637";"212";"56";"50";"203";"76";"40";;;"641";"202";"46";"45";"197";"71";"2";"34";"18";"2";"4";"6";"0";"1";"5";"0";"2";"1";"0";"5"
"220";"62502";"42.0";"1189";"578";"565";"173";"52";"43";"216";"38";"43";;;"568";"174";"43";"43";"201";"31";"4";"36";"16";"6";"0";"6";"2";"1";"1";"0";"2";"1";"0";"1"
"221";"62600";"42.0";"1498";"835";"826";"243";"89";"54";"300";"85";"55";;;"829";"207";"72";"60";"277";"82";"3";"60";"28";"6";"3";"7";"0";"5";"4";"1";"10";"2";"0";"2"
"222";"63101";"42.0";"953";"496";"489";"204";"30";"32";"142";"49";"32";;;"492";"167";"37";"41";"136";"43";"3";"35";"14";"5";"0";"4";"0";"2";"2";"0";"1";"1";"1";"0"
"223";"63102";"42.0";"940";"473";"463";"160";"32";"37";"147";"62";"25";;;"469";"138";"35";"39";"140";"57";"1";"24";"14";"10";"1";"8";"1";"0";"0";"0";"0";"1";"0";"0"
"224";"63200";"42.0";"979";"552";"546";"206";"34";"33";"163";"79";"31";;;"547";"177";"30";"38";"153";"82";"2";"33";"15";"5";"0";"7";"0";"0";"0";"0";"1";"2";"0";"2"
"225";"63301";"42.0";"1190";"652";"648";"236";"50";"42";"215";"62";"43";;;"648";"222";"43";"45";"194";"62";"0";"29";"24";"9";"1";"7";"0";"4";"1";"0";"2";"0";"1";"4"
"226";"63302";"42.0";"887";"550";"543";"209";"40";"28";"175";"49";"42";;;"547";"176";"32";"27";"167";"56";"2";"46";"15";"4";"3";"4";"0";"2";"3";"2";"4";"1";"0";"3"
"227";"63401";"42.0";"955";"477";"472";"172";"34";"26";"150";"52";"38";;;"472";"174";"27";"25";"144";"42";"1";"30";"11";"3";"1";"5";"1";"0";"1";"0";"3";"1";"0";"3"
"228";"63402";"42.0";"1069";"619";"613";"227";"30";"33";"203";"62";"58";;;"617";"211";"25";"33";"189";"52";"5";"47";"19";"14";"0";"4";"1";"4";"5";"0";"3";"1";"0";"4"
"229";"64100";"42.0";"1193";"575";"561";"173";"62";"35";"203";"46";"42";;;"565";"144";"56";"27";"186";"40";"1";"45";"31";"8";"4";"13";"0";"3";"0";"0";"2";"0";"0";"5"
"230";"64200";"42.0";"920";"442";"434";"102";"61";"22";"183";"37";"29";;;"434";"92";"59";"19";"160";"21";"8";"25";"17";"6";"6";"9";"1";"0";"2";"0";"3";"0";"1";"5"
"231";"64300";"42.0";"851";"391";"388";"116";"40";"23";"139";"43";"27";;;"389";"98";"34";"30";"130";"36";"5";"15";"21";"6";"4";"5";"0";"0";"0";"1";"2";"1";"0";"1"
"232";"64400";"42.0";"839";"436";"430";"137";"56";"35";"135";"42";"25";;;"432";"114";"50";"44";"129";"33";"6";"17";"14";"6";"2";"6";"0";"3";"3";"0";"2";"0";"0";"3"
"233";"64500";"42.0";"1286";"619";"609";"201";"64";"49";"197";"60";"38";;;"611";"170";"47";"59";"178";"53";"5";"42";"27";"5";"4";"10";"2";"1";"1";"0";"1";"0";"0";"6"
"234";"71100";"42.0";"946";"486";"477";"160";"50";"33";"157";"42";"35";;;"477";"151";"39";"34";"152";"28";"3";"27";"23";"5";"0";"5";"1";"1";"0";"1";"3";"2";"0";"2"
"235";"71200";"42.0";"1578";"581";"565";"133";"85";"33";"240";"35";"39";;;"566";"129";"78";"28";"213";"32";"7";"27";"18";"8";"2";"6";"1";"4";"1";"0";"3";"2";"0";"7"
"236";"71400";"42.0";"899";"380";"369";"90";"55";"29";"151";"27";"17";;;"373";"80";"49";"33";"139";"21";"3";"16";"11";"5";"0";"3";"0";"4";"1";"1";"0";"2";"0";"5"
"237";"71500";"42.0";"1041";"402";"392";"113";"49";"30";"170";"14";"16";;;"391";"102";"43";"33";"159";"9";"3";"17";"8";"8";"1";"3";"0";"0";"0";"2";"0";"1";"0";"2"
"238";"72100";"42.0";"1034";"386";"378";"98";"51";"29";"157";"26";"17";;;"377";"89";"39";"25";"144";"18";"11";"21";"9";"3";"2";"9";"1";"1";"1";"1";"0";"3";"0";"0"
"239";"72200";"42.0";"874";"275";"267";"53";"59";"14";"120";"8";"13";;;"271";"50";"50";"11";"107";"17";"10";"14";"6";"2";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1"
"240";"72300";"42.0";"1310";"447";"435";"82";"77";"36";"196";"23";"21";;;"438";"71";"69";"28";"192";"18";"0";"17";"15";"10";"0";"6";"0";"0";"0";"3";"1";"3";"1";"4"
"241";"72500";"42.0";"1274";"538";"527";"135";"71";"34";"225";"26";"36";;;"531";"132";"60";"34";"214";"15";"11";"21";"12";"12";"3";"6";"0";"2";"2";"0";"0";"3";"0";"4"
"242";"72700";"42.0";"1767";"538";"520";"119";"91";"38";"214";"32";"26";;;"528";"115";"81";"41";"195";"25";"3";"21";"17";"9";"5";"4";"0";"2";"5";"1";"1";"0";"1";"2"
"243";"73101";"42.0";"1359";"668";"658";"200";"56";"42";"245";"58";"57";;;"661";"179";"44";"50";"208";"50";"8";"34";"59";"11";"0";"11";"0";"0";"3";"0";"1";"0";"1";"2"
"244";"73102";"42.0";"1457";"670";"662";"196";"81";"46";"235";"55";"49";;;"663";"170";"73";"39";"215";"53";"6";"26";"44";"5";"2";"11";"0";"5";"1";"0";"7";"1";"0";"5"
"245";"73200";"42.0";"1099";"580";"570";"206";"37";"27";"195";"57";"48";;;"574";"164";"33";"30";"170";"54";"5";"42";"49";"9";"1";"5";"1";"1";"3";"1";"2";"1";"0";"3"
"246";"73300";"42.0";"884";"416";"408";"144";"29";"24";"162";"22";"27";;;"413";"121";"25";"30";"153";"28";"1";"28";"13";"3";"0";"2";"0";"0";"3";"0";"1";"1";"0";"4"
"247";"74100";"43.0";"743";"371";"368";"106";"30";"19";"141";"35";"28";"9.0";;"369";"92";"24";"17";"127";"31";"5";"26";"27";"6";"2";"7";"0";"1";"1";"0";"0";"2";"0";"1"
"248";"74201";"43.0";"1184";"674";"665";"271";"47";"40";"225";"42";"31";"9.0";;"666";"241";"42";"43";"210";"39";"4";"47";"20";"6";"1";"10";"1";"1";"0";"0";"1";"0";"0";"0"
"249";"74202";"43.0";"852";"490";"487";"190";"33";"26";"142";"40";"40";"16.0";;"489";"174";"28";"32";"131";"40";"3";"41";"18";"5";"3";"10";"0";"0";"2";"0";"1";"0";"0";"1"
"250";"74301";"43.0";"1361";"718";"706";"261";"65";"44";"226";"47";"41";"22.0";;"706";"247";"53";"36";"219";"44";"2";"50";"23";"12";"3";"7";"1";"1";"1";"2";"0";"3";"0";"2"
"251";"74302";"43.0";"1314";"714";"711";"239";"64";"39";"232";"59";"56";"22.0";;"712";"216";"56";"35";"211";"68";"4";"57";"39";"6";"1";"7";"0";"0";"4";"0";"0";"0";"2";"6"
"252";"75100";"43.0";"1045";"526";"520";"169";"52";"53";"147";"51";"37";"11.0";;"520";"140";"60";"47";"134";"43";"0";"50";"23";"5";"3";"1";"1";"1";"4";"0";"3";"2";"0";"3"
"253";"75201";"43.0";"1008";"516";"511";"187";"52";"56";"120";"56";"28";"12.0";;"512";"187";"35";"43";"112";"67";"0";"39";"14";"3";"2";"4";"0";"1";"2";"0";"3";"0";"0";"0"
"254";"75202";"43.0";"1223";"545";"537";"191";"47";"54";"161";"35";"35";"14.0";;"537";"165";"38";"43";"152";"44";"1";"45";"19";"13";"2";"8";"0";"0";"2";"0";"1";"0";"1";"3"
"255";"75300";"43.0";"763";"219";"218";"29";"32";"30";"85";"20";"17";"5.0";;"219";"33";"30";"25";"83";"18";"5";"12";"7";"1";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0"
"256";"75500";"43.0";"1038";"557";"553";"187";"45";"53";"148";"73";"37";"10.0";;"554";"171";"35";"39";"134";"86";"0";"45";"13";"11";"2";"9";"0";"3";"1";"0";"4";"0";"0";"1"
"257";"75600";"43.0";"1127";"546";"536";"161";"72";"56";"151";"52";"30";"14.0";;"541";"140";"63";"40";"140";"60";"1";"43";"25";"6";"4";"10";"1";"1";"0";"1";"4";"0";"0";"2"
"258";"75700";"43.0";"1199";"540";"530";"138";"52";"47";"195";"35";"33";"30.0";;"531";"128";"48";"37";"184";"40";"1";"37";"14";"8";"1";"23";"0";"1";"1";"2";"3";"1";"0";"2"
"259";"75800";"43.0";"1322";"651";"634";"194";"85";"76";"174";"51";"31";"23.0";;"634";"195";"69";"61";"152";"51";"1";"41";"21";"12";"1";"9";"1";"1";"3";"0";"5";"5";"3";"3"
"260";"75901";"43.0";"744";"370";"367";"136";"46";"24";"95";"28";"33";"5.0";;"369";"129";"37";"18";"90";"26";"0";"47";"11";"1";"0";"7";"0";"0";"1";"1";"0";"1";"0";"0"
"261";"75902";"43.0";"976";"453";"444";"157";"40";"52";"109";"56";"20";"10.0";;"447";"145";"35";"38";"94";"65";"1";"31";"13";"5";"3";"9";"0";"0";"1";"2";"1";"3";"0";"1"
"262";"75903";"43.0";"923";"442";"438";"155";"34";"50";"123";"45";"24";"7.0";;"441";"136";"34";"39";"113";"55";"1";"40";"9";"4";"0";"2";"1";"0";"1";"1";"3";"2";"0";"0"
"263";"76100";"45.0";"1321";"562";"555";"172";"78";"47";"73";"144";"20";"20.0";"1.0";"558";"151";"68";"50";"67";"135";"0";"29";"21";"3";"4";"18";"0";"0";"1";"1";"3";"4";"2";"1"
"264";"76200";"45.0";"1267";"577";"572";"162";"78";"33";"127";"119";"27";"15.0";"11.0";"574";"146";"68";"49";"117";"99";"0";"34";"23";"9";"8";"9";"0";"0";"2";"0";"5";"1";"0";"4"
"265";"76300";"45.0";"1096";"538";"532";"92";"118";"46";"84";"152";"24";"13.0";"3.0";"534";"89";"88";"62";"75";"139";"1";"28";"10";"8";"2";"16";"1";"0";"1";"1";"8";"1";"2";"2"
"266";"76400";"45.0";"541";"251";"248";"84";"40";"15";"47";"42";"15";"4.0";"1.0";"249";"83";"31";"24";"43";"37";"0";"14";"5";"4";"2";"3";"0";"0";"0";"1";"0";"0";"0";"2"
"267";"76500";"45.0";"1522";"611";"606";"166";"83";"40";"152";"100";"32";"27.0";"6.0";"609";"151";"73";"50";"135";"82";"4";"42";"19";"15";"5";"22";"0";"1";"0";"0";"4";"3";"1";"2"
"268";"76600";"45.0";"1139";"412";"401";"104";"81";"22";"128";"35";"19";"10.0";"2.0";"404";"101";"78";"22";"124";"28";"1";"18";"7";"4";"3";"8";"1";"0";"0";"2";"0";"3";"1";"3"
"269";"76700";"45.0";"905";"242";"237";"29";"42";"13";"107";"24";"10";"9.0";"3.0";"237";"18";"39";"17";"100";"29";"3";"7";"6";"4";"2";"5";"0";"2";"1";"0";"0";"2";"0";"2"
"270";"77100";"43.0";"1326";"557";"552";"145";"67";"43";"223";"33";"27";"14.0";;"555";"145";"50";"41";"197";"25";"8";"34";"22";"9";"4";"7";"1";"2";"1";"0";"2";"0";"0";"7"
"271";"77200";"43.0";"1644";"668";"657";"210";"93";"60";"188";"58";"30";"18.0";;"663";"210";"77";"57";"178";"48";"2";"35";"20";"7";"2";"10";"1";"1";"6";"0";"1";"3";"2";"3"
"272";"77300";"43.0";"1064";"383";"378";"78";"41";"33";"166";"35";"16";"9.0";;"381";"80";"40";"27";"150";"30";"5";"15";"11";"7";"1";"6";"1";"0";"0";"1";"3";"2";"0";"2"
"273";"81100";"43.0";"1059";"465";"460";"105";"81";"56";"134";"44";"23";"17.0";;"463";"105";"66";"59";"123";"47";"3";"29";"10";"4";"4";"4";"2";"1";"2";"0";"1";"1";"0";"2"
"274";"81200";"43.0";"1470";"600";"589";"167";"108";"67";"132";"65";"32";"18.0";;"589";"151";"91";"56";"123";"78";"0";"45";"12";"1";"4";"9";"1";"2";"3";"0";"1";"4";"1";"7"
"275";"81400";"43.0";"1410";"519";"509";"135";"78";"63";"118";"64";"23";"28.0";;"513";"119";"59";"39";"114";"83";"4";"40";"18";"5";"4";"18";"0";"1";"1";"0";"1";"4";"0";"3"
"276";"81500";"43.0";"1116";"512";"507";"119";"84";"63";"112";"85";"22";"22.0";;"511";"117";"64";"50";"97";"99";"1";"28";"18";"6";"3";"11";"1";"0";"4";"2";"1";"6";"1";"2"
"277";"81700";"43.0";"1696";"611";"602";"166";"79";"55";"103";"154";"30";"15.0";;"604";"136";"63";"58";"93";"164";"0";"35";"9";"5";"11";"17";"0";"0";"4";"0";"5";"3";"0";"1"
"278";"81800";"43.0";"1042";"409";"407";"114";"54";"62";"70";"71";"20";"16.0";;"406";"106";"37";"52";"63";"87";"2";"23";"14";"3";"3";"10";"0";"0";"0";"0";"2";"3";"1";"0"
"279";"81900";"43.0";"1091";"422";"414";"117";"56";"53";"71";"84";"22";"11.0";;"418";"113";"56";"43";"64";"87";"0";"25";"10";"4";"3";"9";"1";"0";"0";"0";"2";"0";"0";"1"
"280";"82100";"43.0";"636";"260";"257";"64";"61";"18";"50";"36";"11";"17.0";;"259";"47";"52";"14";"47";"44";"6";"16";"10";"7";"7";"5";"0";"0";"0";"0";"2";"1";"0";"1"
"281";"82200";"43.0";"1130";"462";"455";"128";"58";"37";"121";"69";"27";"15.0";;"457";"103";"48";"37";"114";"73";"3";"36";"14";"4";"4";"12";"0";"0";"0";"0";"2";"5";"2";"0"
"282";"82300";"43.0";"1074";"438";"432";"133";"57";"41";"68";"94";"25";"14.0";;"434";"116";"50";"43";"63";"100";"2";"33";"7";"5";"2";"9";"0";"0";"1";"0";"2";"1";"0";"0"
"283";"82400";"43.0";"1383";"614";"609";"152";"98";"73";"115";"106";"42";"23.0";;"610";"139";"69";"58";"108";"116";"1";"46";"10";"9";"0";"27";"1";"0";"2";"1";"5";"14";"1";"3"
"284";"82500";"43.0";"963";"246";"243";"40";"54";"15";"17";"89";"9";"19.0";;"245";"24";"44";"15";"16";"83";"0";"21";"4";"1";"7";"15";"0";"0";"1";"1";"3";"10";"0";"0"
"285";"83100";"43.0";"980";"449";"442";"116";"62";"63";"84";"76";"28";"13.0";;"448";"114";"50";"48";"82";"83";"1";"30";"11";"5";"4";"11";"0";"0";"0";"0";"2";"5";"0";"2"
"286";"83200";"43.0";"815";"355";"347";"80";"48";"39";"121";"31";"18";"10.0";;"352";"87";"38";"29";"117";"34";"3";"23";"6";"0";"1";"7";"0";"1";"0";"0";"1";"1";"1";"3"
"287";"83300";"43.0";"1177";"484";"477";"124";"63";"48";"160";"43";"23";"16.0";;"477";"117";"62";"29";"155";"48";"3";"30";"12";"1";"1";"12";"0";"0";"1";"1";"0";"1";"0";"4"
"288";"83400";"43.0";"1429";"667";"659";"201";"100";"66";"198";"54";"29";"11.0";;"660";"201";"82";"53";"189";"58";"0";"33";"13";"10";"3";"6";"0";"1";"4";"2";"0";"2";"1";"2"
"289";"83500";"43.0";"948";"412";"400";"85";"69";"33";"131";"42";"26";"14.0";;"408";"95";"63";"25";"118";"36";"7";"28";"9";"9";"0";"4";"1";"0";"2";"1";"2";"5";"0";"3"
"290";"83700";"43.0";"964";"429";"421";"136";"56";"42";"118";"40";"17";"12.0";;"421";"131";"51";"26";"108";"36";"4";"26";"13";"3";"1";"10";"2";"0";"1";"0";"1";"4";"0";"4"
"291";"83800";"43.0";"1102";"476";"467";"158";"66";"38";"114";"59";"23";"9.0";;"471";"137";"57";"33";"109";"72";"0";"29";"9";"1";"0";"11";"4";"0";"2";"0";"0";"3";"1";"3"
"292";"84100";"43.0";"1212";"578";"575";"177";"76";"80";"165";"39";"28";"10.0";;"576";"185";"72";"47";"161";"44";"1";"33";"12";"7";"1";"5";"0";"2";"1";"0";"0";"2";"0";"3"
"293";"84200";"43.0";"1013";"481";"473";"131";"67";"48";"150";"38";"27";"12.0";;"476";"128";"51";"41";"135";"39";"4";"37";"11";"6";"3";"9";"0";"0";"3";"2";"0";"4";"0";"3"
"294";"84300";"43.0";"1123";"551";"546";"154";"54";"56";"190";"43";"27";"22.0";;"550";"148";"47";"45";"177";"39";"3";"35";"18";"10";"1";"15";"1";"1";"2";"0";"2";"3";"2";"1"
"295";"84400";"43.0";"562";"316";"313";"112";"24";"26";"91";"28";"26";"6.0";;"314";"106";"16";"16";"79";"36";"2";"31";"13";"7";"0";"3";"0";"0";"1";"0";"2";"1";"0";"1"
"296";"84501";"43.0";"1292";"685";"677";"259";"63";"62";"190";"61";"30";"12.0";;"682";"240";"47";"41";"170";"79";"1";"51";"14";"8";"5";"5";"1";"5";"1";"0";"8";"2";"1";"3"
"297";"84502";"43.0";"1038";"459";"457";"149";"36";"44";"147";"51";"19";"11.0";;"457";"143";"41";"30";"126";"55";"1";"28";"14";"5";"0";"5";"1";"1";"1";"0";"5";"0";"0";"1"
"298";"85100";"43.0";"1364";"571";"567";"182";"66";"60";"167";"46";"28";"18.0";;"567";"169";"55";"39";"154";"59";"2";"34";"22";"14";"0";"11";"1";"0";"3";"1";"2";"1";"0";"0"
"299";"85200";"43.0";"1397";"645";"640";"248";"57";"63";"155";"69";"31";"17.0";;"642";"199";"48";"58";"141";"85";"5";"61";"21";"4";"2";"5";"1";"0";"3";"0";"3";"2";"2";"2"
"300";"85301";"43.0";"861";"447";"438";"128";"38";"35";"155";"56";"21";"5.0";;"441";"108";"39";"22";"137";"65";"5";"27";"13";"5";"1";"7";"0";"1";"4";"0";"1";"2";"3";"1"
"301";"85302";"43.0";"892";"451";"449";"147";"46";"28";"153";"43";"22";"10.0";;"449";"133";"37";"24";"145";"41";"2";"40";"11";"2";"1";"5";"1";"0";"0";"1";"1";"3";"1";"1"
