field_1;Wahlbezirk;Wahlkreis;Wahlberechtigte;Wähler;gültige_1;CDU_1;DIE LINKE_1;SPD_1;AfD_1;GRÜNE_1;FDP_1;Die PARTEI_1;BüSo_1;gültige_2;CDU_2;DIE LINKE_2;SPD_2;AfD_2;GRÜNE_2;NPD_2;FDP_2;FREIE WÄHLER_2;Tierschutzpartei_2;PIRATEN_2 Deutschland;Die PARTEI_2;BüSo_2;ADPM_2;Blaue #TeamPetry_2;KPD_2;ÖDP_2;Die Humanisten_2;PDV_2;Gesundheitsforschung_2
"403";"25002";"47.0";"0";"853";"850";"188";"154";"69";"133";"190";"65";"43.0";"8.0";"850";"171";"137";"77";"123";"172";"6";"57";"34";"23";"6";"26";"3";"0";"3";"0";"2";"5";"1";"4"
"404";"25003";"47.0";"0";"648";"644";"211";"108";"59";"80";"125";"35";"19.0";"7.0";"647";"209";"109";"52";"71";"123";"1";"32";"13";"6";"1";"11";"3";"0";"3";"1";"4";"2";"3";"3"
"405";"31001";"41.0";"0";"1036";"1031";"341";"135";"77";"230";"141";"80";"27.0";;"1034";"299";"112";"81";"213";"134";"0";"119";"26";"10";"3";"16";"1";"0";"6";"1";"2";"3";"1";"7"
"406";"31002";"41.0";"0";"1099";"1089";"394";"99";"99";"185";"175";"115";"22.0";;"1097";"359";"79";"91";"185";"165";"2";"158";"21";"10";"4";"12";"0";"0";"2";"0";"3";"2";"0";"4"
"407";"31003";"41.0";"0";"860";"852";"291";"94";"72";"182";"108";"82";"23.0";;"858";"265";"76";"66";"165";"107";"2";"117";"15";"10";"3";"12";"1";"2";"2";"3";"4";"2";"2";"4"
"408";"32001";"41.0";"0";"557";"554";"212";"39";"54";"135";"46";"58";"10.0";;"557";"206";"42";"52";"135";"37";"3";"52";"14";"9";"0";"4";"0";"0";"0";"1";"2";"0";"0";"0"
"409";"32002";"41.0";"0";"894";"887";"338";"95";"64";"145";"160";"61";"24.0";;"893";"314";"76";"87";"123";"136";"1";"86";"26";"12";"3";"14";"0";"1";"2";"0";"4";"5";"0";"3"
"410";"35010";"41.0";"0";"1118";"1111";"457";"105";"76";"232";"108";"117";"16.0";;"1116";"391";"87";"80";"223";"106";"2";"167";"24";"5";"1";"12";"0";"1";"2";"0";"3";"3";"1";"8"
"411";"36010";"41.0";"0";"854";"849";"363";"70";"50";"136";"155";"64";"11.0";;"851";"247";"58";"68";"137";"141";"2";"159";"16";"6";"1";"7";"0";"0";"1";"2";"4";"1";"0";"1"
"412";"41001";"42.0";"0";"824";"812";"303";"62";"66";"106";"210";"65";;;"820";"306";"58";"86";"100";"168";"0";"56";"18";"3";"3";"9";"0";"0";"2";"0";"3";"1";"4";"3"
"413";"41002";"42.0";"0";"773";"768";"288";"76";"53";"129";"150";"72";;;"772";"299";"72";"53";"113";"138";"1";"54";"22";"6";"1";"7";"0";"1";"2";"0";"1";"1";"0";"1"
"414";"42001";"42.0";"0";"966";"953";"334";"78";"76";"111";"271";"83";;;"965";"299";"73";"95";"102";"244";"0";"83";"18";"12";"4";"17";"0";"0";"7";"1";"4";"2";"1";"3"
"415";"42002";"42.0";"0";"708";"704";"253";"72";"69";"105";"147";"58";;;"707";"255";"62";"61";"95";"128";"1";"52";"18";"13";"3";"10";"1";"0";"2";"0";"4";"0";"0";"2"
"416";"42003";"42.0";"0";"992";"983";"344";"105";"92";"141";"209";"92";;;"983";"361";"87";"91";"128";"178";"0";"83";"22";"11";"0";"8";"0";"0";"2";"1";"2";"3";"0";"6"
"417";"43000";"42.0";"0";"830";"819";"245";"95";"81";"161";"184";"53";;;"828";"255";"58";"86";"149";"168";"3";"34";"30";"8";"5";"13";"1";"0";"5";"0";"4";"3";"1";"5"
"418";"45010";"41.0";"0";"928";"919";"378";"79";"52";"224";"106";"60";"20.0";;"926";"361";"71";"64";"198";"101";"5";"75";"22";"9";"0";"9";"2";"1";"0";"1";"4";"1";"1";"1"
"419";"46010";"41.0";"0";"819";"816";"330";"68";"52";"161";"137";"54";"14.0";;"819";"300";"49";"52";"151";"134";"3";"66";"31";"7";"3";"11";"1";"0";"4";"0";"2";"2";"1";"2"
"420";"47010";"41.0";"0";"662";"654";"262";"44";"39";"163";"80";"53";"13.0";;"661";"227";"46";"36";"159";"80";"2";"56";"25";"10";"3";"3";"0";"2";"3";"1";"2";"1";"0";"5"
"421";"51001";"44.0";"0";"1024";"1021";"388";"103";"104";"134";"223";"62";;"7.0";"1024";"374";"88";"94";"127";"213";"1";"73";"23";"3";"1";"12";"0";"0";"4";"0";"4";"2";"3";"2"
"422";"51002";"44.0";"0";"744";"732";"257";"67";"82";"100";"174";"46";;"6.0";"742";"263";"49";"68";"91";"152";"0";"55";"16";"12";"4";"15";"4";"0";"4";"0";"3";"2";"1";"3"
"423";"51003";"44.0";"0";"818";"813";"232";"113";"78";"111";"233";"42";;"4.0";"817";"242";"86";"80";"97";"219";"0";"36";"21";"6";"1";"20";"0";"1";"1";"0";"2";"2";"0";"3"
"424";"52001";"44.0";"0";"1051";"1044";"331";"109";"106";"86";"375";"32";;"5.0";"1050";"318";"70";"94";"75";"373";"0";"47";"27";"3";"1";"22";"2";"0";"0";"1";"12";"2";"1";"2"
"425";"52002";"44.0";"0";"959";"948";"292";"125";"93";"82";"306";"41";;"9.0";"954";"288";"96";"104";"78";"277";"0";"41";"18";"9";"3";"22";"1";"0";"2";"0";"9";"5";"0";"1"
"426";"52003";"44.0";"0";"943";"934";"299";"119";"102";"109";"240";"59";;"6.0";"940";"281";"95";"95";"102";"224";"0";"67";"30";"5";"1";"21";"2";"0";"1";"1";"9";"3";"0";"3"
"427";"52004";"44.0";"0";"885";"877";"252";"110";"101";"144";"216";"42";;"12.0";"884";"248";"88";"98";"118";"209";"1";"53";"26";"4";"4";"13";"0";"0";"5";"0";"6";"4";"1";"6"
"428";"53001";"45.0";"0";"983";"980";"354";"103";"81";"123";"230";"62";"20.0";"7.0";"980";"349";"90";"86";"115";"207";"2";"66";"24";"6";"4";"14";"1";"0";"1";"0";"8";"1";"0";"6"
"429";"53002";"45.0";"0";"894";"884";"240";"146";"67";"151";"204";"46";"27.0";"3.0";"892";"279";"102";"84";"136";"160";"2";"49";"22";"20";"1";"23";"2";"2";"3";"1";"1";"1";"1";"3"
"430";"53003";"45.0";"0";"1108";"1100";"295";"174";"109";"195";"224";"78";"14.0";"11.0";"1105";"306";"148";"113";"170";"189";"2";"66";"40";"10";"6";"14";"3";"0";"4";"2";"18";"2";"0";"12"
"431";"54001";"44.0";"0";"651";"643";"162";"86";"94";"75";"170";"51";;"5.0";"648";"169";"68";"83";"75";"158";"4";"46";"12";"7";"5";"7";"1";"0";"1";"1";"5";"1";"3";"2"
"432";"54002";"44.0";"0";"832";"825";"230";"140";"91";"121";"190";"46";;"7.0";"828";"229";"96";"81";"113";"181";"0";"44";"34";"12";"11";"13";"2";"0";"1";"3";"2";"0";"0";"6"
"433";"54003";"44.0";"0";"1049";"1038";"337";"123";"134";"194";"168";"70";;"12.0";"1046";"354";"91";"106";"183";"167";"3";"65";"28";"10";"2";"17";"3";"0";"3";"1";"5";"4";"1";"3"
"434";"54004";"44.0";"0";"1085";"1079";"333";"142";"115";"178";"233";"64";;"14.0";"1085";"328";"111";"99";"161";"218";"1";"69";"33";"10";"5";"26";"1";"0";"4";"1";"4";"2";"1";"11"
"435";"55001";"44.0";"0";"861";"853";"257";"119";"100";"154";"161";"52";;"10.0";"861";"253";"97";"83";"127";"144";"0";"66";"42";"13";"0";"16";"3";"0";"2";"0";"5";"1";"1";"8"
"436";"55002";"44.0";"0";"590";"587";"183";"105";"69";"133";"55";"34";;"8.0";"590";"197";"98";"49";"118";"45";"0";"31";"24";"7";"1";"5";"3";"0";"0";"0";"2";"2";"0";"8"
"437";"55003";"44.0";"0";"720";"713";"207";"94";"93";"154";"106";"50";;"9.0";"718";"210";"74";"89";"143";"82";"2";"53";"26";"7";"6";"12";"0";"0";"1";"0";"3";"2";"1";"7"
"438";"56001";"44.0";"0";"848";"834";"231";"112";"116";"182";"102";"77";;"14.0";"839";"228";"93";"95";"164";"106";"4";"64";"40";"10";"1";"15";"1";"0";"4";"0";"3";"5";"1";"5"
"439";"56002";"44.0";"0";"739";"736";"211";"113";"56";"196";"98";"51";;"11.0";"739";"210";"95";"48";"183";"76";"1";"53";"33";"10";"3";"8";"1";"1";"1";"1";"3";"4";"4";"4"
"440";"56003";"44.0";"0";"890";"885";"232";"146";"119";"203";"109";"64";;"12.0";"887";"264";"94";"104";"179";"99";"3";"59";"27";"15";"5";"20";"2";"0";"4";"2";"3";"3";"2";"2"
"441";"57001";"44.0";"0";"789";"786";"204";"127";"96";"128";"175";"50";;"6.0";"787";"200";"92";"88";"111";"173";"3";"47";"16";"13";"4";"19";"0";"1";"0";"1";"12";"4";"0";"3"
"442";"57002";"44.0";"0";"768";"759";"217";"121";"84";"150";"126";"52";;"9.0";"766";"244";"96";"66";"144";"106";"1";"51";"26";"5";"1";"4";"3";"0";"11";"0";"3";"2";"2";"1"
"443";"57003";"44.0";"0";"716";"710";"205";"133";"76";"128";"118";"44";;"6.0";"713";"210";"107";"69";"118";"108";"0";"44";"23";"8";"4";"14";"1";"1";"2";"0";"2";"1";"0";"1"
"444";"57004";"44.0";"0";"916";"900";"309";"120";"95";"173";"132";"63";;"8.0";"916";"318";"95";"92";"155";"123";"0";"61";"24";"7";"3";"10";"2";"2";"5";"1";"8";"5";"0";"5"
"445";"61001";"42.0";"0";"1086";"1075";"313";"145";"99";"260";"163";"95";;;"1081";"319";"115";"105";"237";"116";"5";"72";"50";"21";"6";"16";"1";"0";"5";"0";"2";"2";"0";"9"
"446";"61002";"42.0";"0";"659";"650";"196";"103";"65";"167";"73";"46";;;"655";"204";"83";"64";"144";"50";"10";"39";"24";"14";"9";"9";"0";"0";"1";"0";"1";"0";"0";"3"
"447";"62001";"42.0";"0";"621";"615";"195";"83";"58";"111";"103";"65";;;"619";"208";"59";"57";"101";"88";"1";"50";"21";"9";"3";"14";"0";"0";"2";"0";"3";"2";"0";"1"
"448";"62002";"42.0";"0";"834";"829";"237";"97";"74";"189";"171";"61";;;"832";"244";"81";"74";"172";"139";"1";"55";"25";"10";"4";"15";"2";"0";"4";"0";"1";"1";"0";"4"
"449";"62003";"42.0";"0";"979";"967";"300";"121";"71";"226";"154";"95";;;"978";"296";"95";"93";"214";"123";"1";"75";"39";"13";"4";"14";"1";"0";"1";"1";"3";"2";"0";"3"
"450";"63001";"42.0";"0";"757";"754";"312";"59";"63";"119";"134";"67";;;"757";"314";"57";"66";"113";"102";"0";"59";"17";"8";"0";"7";"0";"0";"3";"0";"4";"2";"0";"5"
"451";"63002";"42.0";"0";"1030";"1022";"368";"92";"89";"238";"154";"81";;;"1029";"353";"85";"110";"218";"128";"0";"66";"27";"14";"1";"17";"0";"0";"3";"0";"4";"0";"0";"3"
"452";"64000";"42.0";"0";"913";"907";"271";"146";"84";"232";"102";"72";;;"912";"277";"111";"87";"211";"82";"5";"51";"49";"11";"4";"11";"4";"1";"1";"0";"2";"0";"1";"4"
"453";"71000";"42.0";"0";"733";"723";"233";"116";"47";"211";"66";"50";;;"727";"230";"90";"62";"198";"45";"3";"37";"26";"8";"1";"8";"0";"4";"4";"4";"0";"1";"1";"5"
"454";"72000";"42.0";"0";"903";"889";"238";"172";"60";"268";"81";"70";;;"892";"254";"133";"68";"246";"55";"6";"52";"33";"14";"2";"12";"1";"2";"5";"1";"3";"1";"1";"3"
"455";"73001";"42.0";"0";"675";"666";"215";"72";"54";"142";"113";"70";;;"670";"220";"56";"54";"124";"78";"0";"43";"57";"7";"4";"11";"0";"0";"1";"2";"6";"3";"1";"3"
"456";"73002";"42.0";"0";"682";"674";"232";"82";"61";"167";"69";"63";;;"679";"221";"62";"67";"138";"61";"0";"52";"45";"7";"3";"11";"1";"0";"5";"0";"0";"0";"1";"5"
"457";"74001";"43.0";"0";"616";"609";"182";"61";"67";"174";"83";"30";"12.0";;"613";"165";"51";"65";"149";"79";"1";"51";"18";"13";"2";"6";"0";"1";"3";"1";"1";"1";"2";"4"
"458";"74002";"43.0";"0";"738";"728";"261";"90";"95";"152";"66";"53";"11.0";;"729";"265";"68";"67";"132";"93";"1";"48";"29";"5";"0";"7";"0";"0";"3";"2";"2";"2";"1";"4"
"459";"75001";"43.0";"0";"980";"972";"329";"101";"131";"236";"91";"63";"21.0";;"979";"326";"70";"107";"213";"93";"0";"82";"42";"16";"3";"8";"0";"0";"2";"1";"6";"0";"2";"8"
"460";"75002";"43.0";"0";"712";"707";"224";"102";"83";"128";"103";"45";"22.0";;"711";"228";"74";"68";"116";"113";"1";"49";"27";"6";"1";"13";"1";"1";"2";"0";"3";"2";"1";"5"
"461";"75003";"43.0";"0";"576";"560";"171";"74";"89";"117";"60";"37";"12.0";;"565";"193";"69";"65";"97";"52";"2";"45";"20";"8";"1";"8";"0";"0";"1";"1";"1";"1";"0";"1"
"462";"75004";"43.0";"0";"883";"877";"309";"111";"116";"172";"104";"48";"17.0";;"881";"272";"96";"83";"159";"126";"0";"76";"32";"4";"2";"18";"1";"0";"0";"0";"5";"2";"0";"5"
"463";"76001";"45.0";"0";"807";"804";"174";"124";"69";"79";"283";"37";"34.0";"4.0";"805";"201";"95";"77";"72";"251";"0";"30";"12";"15";"9";"29";"1";"0";"1";"1";"4";"5";"1";"1"
"464";"76002";"45.0";"0";"585";"584";"156";"80";"48";"104";"152";"24";"16.0";"4.0";"584";"158";"59";"52";"97";"133";"0";"34";"15";"4";"5";"9";"2";"0";"2";"1";"5";"3";"2";"3"
"465";"76003";"45.0";"0";"748";"738";"207";"101";"62";"150";"147";"41";"25.0";"5.0";"740";"216";"83";"66";"133";"117";"1";"45";"22";"10";"4";"21";"1";"0";"1";"0";"10";"6";"0";"4"
"466";"77000";"43.0";"0";"890";"877";"233";"132";"115";"227";"72";"71";"27.0";;"885";"256";"121";"75";"202";"72";"2";"65";"40";"12";"3";"17";"1";"0";"5";"0";"2";"2";"1";"9"
"467";"81001";"43.0";"0";"690";"686";"175";"131";"106";"101";"113";"37";"23.0";;"688";"186";"96";"82";"99";"130";"0";"33";"17";"12";"4";"16";"0";"0";"3";"0";"6";"2";"0";"2"
"468";"81002";"43.0";"0";"787";"781";"188";"146";"113";"84";"172";"38";"40.0";;"784";"187";"107";"83";"80";"198";"1";"45";"14";"4";"6";"36";"1";"0";"4";"0";"7";"5";"0";"6"
"469";"81003";"43.0";"0";"775";"767";"201";"122";"106";"101";"181";"37";"19.0";;"772";"197";"87";"81";"96";"225";"0";"38";"19";"5";"1";"12";"0";"0";"4";"0";"5";"2";"0";"0"
"470";"81004";"43.0";"0";"668";"663";"191";"118";"70";"72";"153";"35";"24.0";;"664";"152";"79";"64";"65";"196";"0";"47";"11";"8";"9";"22";"0";"0";"0";"0";"2";"6";"1";"2"
"471";"82001";"43.0";"0";"879";"875";"208";"153";"99";"115";"204";"46";"50.0";;"879";"210";"108";"72";"106";"228";"2";"61";"18";"8";"12";"28";"1";"0";"2";"1";"11";"8";"1";"2"
"472";"82002";"43.0";"0";"886";"875";"202";"147";"106";"72";"253";"48";"47.0";;"881";"173";"107";"72";"64";"281";"1";"79";"22";"11";"9";"39";"0";"1";"0";"0";"8";"13";"0";"1"
"473";"83001";"43.0";"0";"771";"766";"252";"122";"96";"148";"91";"42";"15.0";;"767";"239";"73";"68";"142";"112";"1";"74";"11";"9";"3";"10";"0";"1";"3";"2";"7";"5";"2";"5"
"474";"83002";"43.0";"0";"787";"781";"230";"110";"102";"196";"82";"32";"29.0";;"786";"234";"97";"67";"170";"86";"3";"59";"23";"10";"2";"16";"0";"1";"2";"0";"6";"1";"3";"6"
"475";"83003";"43.0";"0";"627";"620";"188";"91";"80";"131";"84";"25";"21.0";;"625";"184";"74";"56";"122";"107";"2";"33";"17";"5";"2";"13";"0";"0";"0";"1";"2";"5";"0";"2"
"476";"84001";"43.0";"0";"825";"813";"217";"116";"131";"219";"70";"38";"22.0";;"818";"233";"107";"92";"192";"72";"4";"46";"25";"11";"3";"10";"2";"1";"9";"1";"2";"3";"0";"5"
"477";"84002";"43.0";"0";"866";"860";"342";"84";"94";"163";"119";"35";"23.0";;"865";"333";"57";"74";"138";"134";"2";"53";"34";"8";"1";"14";"0";"1";"1";"0";"8";"3";"0";"4"
"478";"85001";"43.0";"0";"645";"642";"227";"68";"80";"136";"82";"39";"10.0";;"644";"223";"54";"64";"123";"88";"0";"36";"23";"6";"5";"7";"0";"0";"4";"1";"3";"4";"1";"2"
"479";"85002";"43.0";"0";"621";"617";"199";"70";"86";"115";"94";"28";"25.0";;"620";"187";"54";"65";"106";"110";"2";"42";"15";"11";"3";"16";"2";"1";"2";"0";"0";"1";"1";"2"
"480";"86001";"43.0";"0";"853";"848";"242";"130";"117";"103";"188";"41";"27.0";;"851";"235";"92";"82";"105";"221";"0";"39";"26";"5";"8";"27";"0";"0";"1";"0";"4";"5";"1";"0"
"481";"86002";"43.0";"0";"755";"750";"190";"147";"128";"83";"147";"28";"27.0";;"754";"193";"103";"91";"71";"185";"0";"36";"24";"9";"7";"20";"0";"1";"3";"3";"1";"3";"2";"2"
"482";"86003";"43.0";"0";"741";"737";"173";"120";"102";"52";"229";"42";"19.0";;"740";"155";"85";"73";"42";"273";"0";"43";"19";"9";"2";"22";"2";"1";"2";"1";"8";"2";"1";"0"
"483";"86004";"43.0";"0";"625";"619";"227";"71";"101";"67";"105";"39";"9.0";;"623";"211";"48";"72";"60";"138";"0";"50";"18";"4";"4";"13";"0";"0";"0";"1";"2";"2";"0";"0"
"484";"90011";"46.0";"0";"796";"791";"322";"89";"61";"178";"97";"44";;;"793";"273";"72";"53";"164";"108";"5";"38";"35";"11";"3";"11";"0";"0";"5";"1";"6";"1";"3";"4"
"485";"90012";"46.0";"0";"591";"584";"220";"61";"59";"133";"72";"39";;;"591";"180";"50";"53";"123";"81";"2";"43";"20";"16";"2";"4";"0";"0";"4";"3";"0";"1";"1";"8"
"486";"91001";"47.0";"0";"865";"854";"272";"98";"77";"157";"146";"57";"40.0";"7.0";"863";"270";"89";"87";"142";"131";"2";"47";"34";"14";"3";"19";"1";"1";"5";"0";"8";"3";"2";"5"
"487";"91002";"47.0";"0";"634";"629";"163";"78";"65";"115";"118";"51";"31.0";"8.0";"632";"159";"66";"57";"107";"102";"1";"53";"24";"15";"6";"20";"4";"0";"3";"0";"3";"4";"5";"3"
"488";"91003";"47.0";"0";"662";"657";"169";"92";"58";"106";"129";"52";"46.0";"5.0";"660";"158";"71";"65";"103";"114";"31";"33";"36";"11";"7";"5";"2";"2";"4";"0";"6";"7";"1";"4"
"489";"92001";"46.0";"0";"716";"707";"144";"114";"92";"49";"244";"64";;;"715";"123";"78";"62";"43";"237";"0";"60";"24";"9";"10";"47";"0";"0";"0";"0";"6";"10";"2";"4"
"490";"92002";"46.0";"0";"741";"727";"161";"124";"112";"87";"176";"67";;;"738";"135";"112";"69";"86";"205";"3";"48";"29";"8";"9";"19";"0";"1";"1";"0";"2";"3";"1";"7"
"491";"92003";"46.0";"0";"871";"861";"192";"157";"114";"85";"254";"59";;;"869";"156";"120";"76";"75";"257";"2";"42";"51";"10";"12";"43";"0";"0";"1";"0";"8";"9";"3";"4"
"492";"93001";"46.0";"0";"717";"712";"158";"120";"100";"54";"216";"64";;;"715";"131";"101";"58";"55";"230";"1";"44";"22";"11";"7";"33";"0";"0";"1";"1";"3";"12";"1";"4"
"493";"93002";"46.0";"0";"1053";"1045";"281";"165";"154";"107";"290";"48";;;"1052";"230";"132";"105";"101";"306";"0";"56";"32";"10";"10";"42";"1";"1";"2";"1";"10";"8";"2";"3"
"494";"93003";"46.0";"0";"897";"888";"227";"149";"127";"118";"216";"51";;;"895";"190";"127";"76";"99";"238";"0";"53";"42";"13";"4";"28";"0";"0";"0";"1";"6";"12";"0";"6"
"495";"94001";"46.0";"0";"1181";"1172";"447";"129";"108";"214";"192";"82";;;"1179";"399";"106";"101";"199";"198";"1";"71";"44";"12";"5";"24";"0";"1";"4";"2";"4";"4";"0";"4"
"496";"94002";"46.0";"0";"868";"859";"306";"105";"88";"172";"112";"76";;;"866";"276";"86";"78";"143";"111";"1";"62";"36";"17";"3";"24";"1";"0";"8";"1";"10";"2";"2";"5"
"497";"95000";"46.0";"0";"968";"960";"284";"163";"99";"280";"75";"59";;;"967";"268";"120";"94";"277";"79";"2";"46";"35";"9";"5";"11";"1";"2";"4";"2";"2";"2";"3";"5"
"498";"96000";"46.0";"0";"906";"895";"276";"137";"96";"239";"89";"58";;;"902";"263";"119";"82";"217";"82";"2";"50";"23";"20";"4";"14";"1";"2";"6";"1";"2";"3";"1";"10"
"499";"97000";"46.0";"0";"734";"728";"185";"145";"70";"205";"77";"46";;;"729";"174";"114";"62";"176";"78";"4";"43";"29";"10";"4";"12";"2";"2";"5";"0";"5";"1";"4";"4"
"500";"98001";"46.0";"0";"702";"694";"273";"72";"59";"163";"67";"60";;;"697";"246";"44";"49";"163";"87";"2";"47";"29";"4";"2";"9";"1";"0";"2";"1";"3";"2";"2";"4"
"501";"98002";"46.0";"0";"877";"871";"320";"120";"67";"213";"92";"59";;;"877";"294";"96";"63";"192";"95";"5";"47";"30";"14";"3";"19";"1";"1";"5";"0";"3";"2";"2";"5"
"502";"98003";"46.0";"0";"841";"836";"340";"80";"67";"176";"120";"53";;;"840";"284";"74";"74";"162";"125";"3";"61";"23";"9";"4";"4";"0";"0";"3";"2";"4";"2";"2";"4"
"503";"99010";"46.0";"0";"921";"909";"393";"89";"68";"218";"76";"65";;;"920";"350";"65";"66";"222";"92";"1";"57";"37";"8";"3";"7";"1";"0";"2";"0";"1";"0";"0";"8"
"504";"14612000";;"426474";"307905";"304352";"87754";"41400";"26664";"68291";"54849";"17975";"6381.0";"1038.0";"305802";"82032";"34726";"25970";"63383";"51580";"1048";"19839";"8922";"3758";"1679";"6775";"353";"412";"839";"270";"1385";"1204";"311";"1316"
