;AGS;Wahlberechtigte_EW2019;Wähler_EW2019;gültige_EW2019;CDU_EW2019;DIE LINKE_EW2019;SPD_EW2019;AfD_EW2019;GRÜNE_EW2019;FDP_EW2019;FREIE WÄHLER_EW2019;Wahlberechtigte_BW2017;Wähler_BW2017;gültige_2_BW2017;CDU_2_BW2017;DIE LINKE_2_BW2017;SPD_2_BW2017;AfD_2_BW2017;GRÜNE_2_BW2017;FDP_2_BW2017;FREIE WÄHLER_2_BW2017;WK-Nr_LW2014;WK-Name_LW2014;Wahlberechtigte_LW2014;Wähler_LW2014;gültige_1_LW2014;CDU_1_LW2014;DIE LINKE_1_LW2014;SPD_1_LW2014;FDP_1_LW2014;GRÜNE_1_LW2014;NPD_1_LW2014;PIRATEN_1_LW2014;BüSo_1_LW2014;DSU_1_LW2014;AfD_1_LW2014;FREIE WÄHLER_1_LW2014;Die PARTEI_1_LW2014;Freie Bürger Leipzig_1_LW2014;Konrad Skatula_1_LW2014;Schaar_1_LW2014;WAGNER_1_LW2014;WV MFU_1_LW2014;gültige_2_LW2014;CDU_2_LW2014;DIE LINKE_2_LW2014;SPD_2_LW2014;FDP_2_LW2014;GRÜNE_2_LW2014;NPD_2_LW2014;Tierschutzpartei_2_LW2014;PIRATEN_2_LW2014;BüSo_2_LW2014;DSU_2_LW2014;AfD_2_LW2014;pro Deutschland_2_LW2014;FREIE WÄHLER_2_LW2014;Die PARTEI_2_LW2014
254;14626190;1526;937;922;240;82;56;321;49;31;24;1542;1098;1082;338;131;84;383;28;62;13;57;Görlitz 1;1579;794;773;359;164;41;18;33;54;5;0;0;74;25;0;0;0;0;0;0;783;371;125;53;22;27;59;7;3;0;1;90;3;19;3
255;14626200;1403;833;821;199;104;48;289;44;27;17;1432;930;914;238;127;78;316;23;56;12;57;Görlitz 1;1502;697;686;275;184;41;20;27;33;9;0;0;84;13;0;0;0;0;0;0;688;286;149;61;22;20;44;5;3;0;0;85;3;8;2
256;14626210;1334;788;767;188;73;57;203;49;34;52;1336;868;854;262;108;73;247;28;71;24;60;Görlitz 4;1406;674;662;299;87;55;32;25;31;3;0;0;89;41;0;0;0;0;0;0;661;259;94;66;40;30;35;7;2;1;3;87;3;32;2
257;14626230;1980;1941;1886;559;145;98;650;104;67;42;2013;2183;2161;601;226;153;798;57;178;37;57;Görlitz 1;2072;1347;1319;613;223;116;47;36;67;17;0;0;166;34;0;0;0;0;0;0;1327;639;172;127;45;43;80;12;14;2;3;164;2;22;2
258;14626240;956;619;610;180;41;31;229;36;27;17;965;659;653;180;64;42;265;24;56;6;58;Görlitz 2;996;458;451;197;61;29;24;22;32;7;0;0;79;0;0;0;0;0;0;0;455;202;61;33;17;16;33;3;5;2;1;74;1;7;0
259;14626245;6283;4299;4161;1048;398;248;1401;231;170;139;6404;4945;4868;1324;618;359;1718;144;375;87;59;Görlitz 3;6611;3516;3447;1440;573;293;163;212;172;33;0;0;561;0;0;0;0;0;0;0;3465;1444;543;318;146;117;191;38;26;4;12;525;9;83;9
260;14626250;2881;1929;1881;420;184;163;704;84;78;46;2908;2259;2237;543;314;246;829;43;135;27;57;Görlitz 1;3026;1420;1402;572;274;215;23;24;70;3;0;0;178;43;0;0;0;0;0;0;1402;545;258;154;44;34;74;11;5;1;2;230;0;40;4
261;14626260;744;483;472;131;43;25;163;13;15;21;745;554;545;159;68;40;201;6;24;9;57;Görlitz 1;782;363;355;139;63;35;7;10;38;4;0;0;46;13;0;0;0;0;0;0;354;134;62;30;9;8;36;3;4;1;0;56;1;8;2
262;14626270;1544;924;905;234;70;34;369;31;35;29;1580;1053;1043;256;108;68;463;14;85;13;59;Görlitz 3;1622;864;844;360;142;55;47;32;61;5;0;0;142;0;0;0;0;0;0;0;854;375;121;62;43;16;61;6;2;2;3;140;2;19;2
263;14626280;2959;1937;1886;515;184;120;576;95;52;108;2996;1920;1885;542;256;158;618;47;121;27;60;Görlitz 4;3152;1505;1468;686;246;121;38;55;83;15;0;0;176;48;0;0;0;0;0;0;1476;656;245;130;45;48;89;10;9;1;4;199;5;30;5
264;14626290;12240;7624;7445;1738;926;436;2511;342;302;218;12533;9463;9304;2364;1402;771;3192;211;695;161;59;Görlitz 3;13193;6574;6405;2449;1477;552;328;252;364;86;0;0;897;0;0;0;0;0;0;0;6447;2444;1354;583;282;151;400;50;59;14;8;861;8;210;23
265;14626300;3165;2440;2376;691;175;113;786;140;116;54;3217;2250;2214;648;230;166;797;48;187;23;58;Görlitz 2;3257;1858;1808;778;283;140;128;116;92;18;0;0;253;0;0;0;0;0;0;0;1820;820;277;161;76;71;99;16;14;4;5;238;5;28;6
266;14626310;3058;2143;2068;583;166;97;583;151;85;121;3069;2045;2015;572;226;126;674;68;160;64;60;Görlitz 4;3117;1560;1525;689;207;106;43;78;74;16;0;0;198;114;0;0;0;0;0;0;1534;640;218;137;47;69;95;17;15;3;3;217;2;68;3
267;14626320;827;524;508;121;55;34;166;16;32;25;836;580;575;154;79;50;195;7;50;10;57;Görlitz 1;867;380;376;151;73;30;10;6;26;3;0;0;68;9;0;0;0;0;0;0;374;152;60;24;19;11;32;5;2;2;0;64;1;2;0
268;14626330;1407;881;864;180;66;47;400;41;20;17;1422;981;963;211;116;60;426;26;52;8;57;Görlitz 1;1442;673;657;225;135;60;24;25;54;14;0;0;104;16;0;0;0;0;0;0;661;242;117;58;33;20;65;8;6;3;0;99;0;9;1
269;14626350;2788;2304;2261;513;157;97;894;130;98;113;2840;2677;2641;622;279;180;1105;71;197;53;59;Görlitz 3;2898;1771;1739;717;243;138;96;104;103;22;0;0;316;0;0;0;0;0;0;0;1751;691;241;145;77;68;102;23;13;8;4;298;6;71;4
270;14626370;8072;4957;4831;1220;603;375;1473;272;191;124;8125;6079;5993;1677;933;620;1808;162;400;86;57;Görlitz 1;8181;3916;3840;1411;1123;322;123;94;203;27;0;0;449;88;0;0;0;0;0;0;3858;1456;844;425;158;98;225;36;25;5;4;487;12;74;9
271;14626390;4336;2732;2652;711;254;172;824;129;100;117;4436;3670;3627;1007;501;315;1102;105;313;94;60;Görlitz 4;4570;2522;2480;1153;353;173;68;98;109;19;0;0;304;203;0;0;0;0;0;0;2484;1034;379;243;88;101;136;25;16;0;4;360;2;91;5
272;14626400;3998;3001;2924;703;388;215;723;170;157;108;4149;3721;3678;993;621;394;979;118;306;85;60;Görlitz 4;4428;2584;2531;954;532;248;91;110;82;19;0;0;398;97;0;0;0;0;0;0;2541;899;527;289;130;96;94;42;24;4;6;344;10;73;3
273;14626410;1975;1093;1048;237;77;42;447;46;35;40;1999;1292;1279;276;123;80;588;39;77;30;59;Görlitz 3;2109;971;949;426;129;59;39;45;82;4;0;0;165;0;0;0;0;0;0;0;955;406;120;63;31;25;88;6;1;0;0;156;3;52;4
274;14626420;1888;1303;1267;417;95;69;351;91;59;25;1949;1277;1258;426;141;103;362;39;102;20;59;Görlitz 3;2092;927;897;405;139;83;60;46;29;10;0;0;125;0;0;0;0;0;0;0;907;397;129;90;69;43;26;9;5;3;1;108;2;16;9
275;14626430;1184;668;652;166;61;44;176;49;28;18;1206;712;701;203;116;62;201;15;54;12;60;Görlitz 4;1244;544;534;252;90;45;26;18;22;2;0;0;62;17;0;0;0;0;0;0;536;220;99;54;32;18;29;8;1;2;0;59;2;11;1
276;14626440;1053;639;628;146;62;45;227;21;19;16;1086;727;715;176;103;55;270;11;56;5;57;Görlitz 1;1102;527;513;208;130;43;9;11;28;3;0;0;64;17;0;0;0;0;0;0;515;204;105;54;12;12;28;5;3;1;0;75;1;15;0
277;14626450;4105;2966;2896;722;289;180;963;186;102;72;4136;3342;3299;875;459;282;1081;88;243;55;58;Görlitz 2;4197;2154;2096;725;417;177;132;125;134;25;0;0;361;0;0;0;0;0;0;0;2105;798;376;198;96;90;126;26;11;4;2;309;2;55;12
278;14626460;2173;1110;1069;267;97;76;331;68;37;49;2205;1315;1259;349;150;137;410;29;78;37;57;Görlitz 1;2230;911;886;457;124;67;22;17;50;6;0;0;91;52;0;0;0;0;0;0;886;405;115;81;25;22;60;11;5;1;1;102;1;51;6
279;14626470;1252;771;757;198;48;33;283;47;31;22;1268;847;831;262;68;62;315;17;49;11;59;Görlitz 3;1317;601;588;277;77;49;39;21;47;3;0;0;75;0;0;0;0;0;0;0;592;271;69;47;24;19;51;3;3;1;0;71;0;29;4
280;14626480;3773;2351;2295;619;331;151;638;129;65;87;3852;2747;2687;762;480;285;706;81;187;47;57;Görlitz 1;4008;1877;1830;731;486;180;51;54;86;17;0;0;182;43;0;0;0;0;0;0;1835;696;424;228;60;51;102;16;11;2;0;193;5;41;6
281;14626490;2092;1610;1570;433;140;90;567;72;55;20;2188;1401;1370;375;166;128;495;38;83;15;57;Görlitz 1;2349;993;961;455;200;101;19;42;52;7;0;0;70;15;0;0;0;0;0;0;971;472;175;84;26;51;53;7;2;0;3;80;1;13;4
282;14626500;1245;753;734;184;54;36;256;37;33;23;1261;894;879;229;118;65;315;14;73;13;59;Görlitz 3;1283;587;572;272;104;61;21;13;26;8;0;0;67;0;0;0;0;0;0;0;576;274;96;53;27;4;22;8;4;0;1;71;3;11;2
283;14626510;914;573;556;98;45;25;253;22;26;18;952;653;642;126;73;40;301;15;48;2;59;Görlitz 3;985;486;474;173;83;38;44;17;25;5;0;0;89;0;0;0;0;0;0;0;478;168;95;41;23;8;25;2;3;0;0;100;3;6;4
284;14626520;1975;1286;1256;298;102;81;467;86;54;45;2006;1449;1426;355;172;107;521;46;110;32;57;Görlitz 1;2047;1017;999;379;153;89;56;54;63;14;0;0;161;30;0;0;0;0;0;0;1003;397;136;98;59;46;73;9;7;5;1;147;2;22;1
285;14626530;3116;1896;1832;425;203;130;568;117;62;51;3190;2637;2607;657;365;224;900;80;158;49;60;Görlitz 4;3312;1749;1716;602;379;168;56;71;103;15;0;0;267;55;0;0;0;0;0;0;1727;565;384;180;53;67;116;19;10;4;8;267;3;42;9
286;14626560;746;475;462;103;39;35;180;20;21;4;770;561;540;151;65;64;198;10;15;6;57;Görlitz 1;821;399;382;188;57;42;15;12;17;3;0;0;42;6;0;0;0;0;0;0;387;216;55;28;14;12;13;0;0;0;0;47;1;1;0
287;14626570;1386;822;799;210;44;39;313;39;29;20;1399;976;967;281;103;67;341;30;85;13;58;Görlitz 2;1434;681;659;284;91;48;40;34;44;6;0;0;112;0;0;0;0;0;0;0;664;322;74;55;23;26;41;5;5;0;1;91;1;19;1
288;14626580;1940;1711;1673;469;164;81;546;95;56;57;1982;1929;1917;584;243;137;634;59;126;34;57;Görlitz 1;2051;1294;1274;570;263;97;23;36;60;10;0;0;156;59;0;0;0;0;0;0;1281;568;220;112;38;35;62;17;7;2;1;163;5;49;2
289;14626590;1092;655;631;132;61;49;224;25;24;35;1088;750;733;194;93;79;261;11;33;14;57;Görlitz 1;1109;462;451;184;85;63;7;11;35;3;0;0;39;24;0;0;0;0;0;0;451;183;79;57;6;13;34;4;2;0;2;49;0;21;1
290;14626600;13793;7400;7237;1557;1068;685;2230;289;280;148;14186;9886;9647;2456;1814;1342;2683;188;580;115;57;Görlitz 1;14834;5256;5176;1921;1379;784;121;118;210;49;0;0;444;150;0;0;0;0;0;0;5177;1880;1298;698;157;138;210;74;41;7;3;521;11;117;22
291;14626610;21081;12290;11950;2582;1422;808;3432;910;468;349;21602;14765;14551;3658;2293;1426;4477;488;1036;248;60;Görlitz 4;22359;10059;9666;3709;1973;1021;370;531;600;132;0;0;980;350;0;0;0;0;0;0;9752;3500;1962;1168;414;481;592;117;99;21;16;1025;32;268;57
292;14627010;17274;10952;10760;2373;1149;813;3344;897;502;334;17420;13407;13260;3288;1916;1234;4419;435;1085;132;40;Meißen 4;17438;8885;8740;2905;1311;1463;218;350;389;120;29;42;1003;910;0;0;0;0;0;0;8751;3247;1541;1018;303;440;458;87;73;20;36;1131;31;327;39
293;14627020;2752;1879;1834;427;169;105;663;118;86;55;2793;2283;2252;567;264;154;892;74;165;19;37;Meißen 1;2861;1562;1524;599;275;149;62;77;85;17;27;0;233;0;0;0;0;0;0;0;1535;591;239;154;75;69;84;11;17;16;4;233;16;23;3
294;14627030;3612;2698;2640;709;144;134;1022;133;134;93;3637;3448;3362;1021;263;194;1336;74;276;36;38;Meißen 2;3707;2420;2378;1170;338;180;111;61;132;28;16;0;303;39;0;0;0;0;0;0;2385;1135;264;226;134;74;144;21;23;7;6;313;3;31;4
295;14627040;1746;1146;1128;268;109;67;420;58;46;24;1682;971;953;241;107;70;388;20;67;11;38;Meißen 2;1710;732;719;289;129;86;23;16;53;9;6;0;102;6;0;0;0;0;0;0;721;290;107;86;25;12;65;10;5;3;1;110;0;4;3
296;14627050;5865;3387;3295;781;360;321;1119;145;102;95;6051;4176;4102;1101;574;449;1376;87;241;35;38;Meißen 2;6382;2672;2618;1001;553;448;55;63;179;26;13;0;225;55;0;0;0;0;0;0;2619;1051;521;344;72;67;194;28;21;9;4;242;6;50;10
297;14627060;15245;9318;9079;1949;966;592;3144;533;419;242;15428;11372;11219;2759;1501;970;4088;259;869;103;38;Meißen 2;15779;7784;7639;2694;1959;610;247;216;514;84;106;0;1105;104;0;0;0;0;0;0;7649;2777;1420;784;320;243;571;100;64;48;27;1155;26;85;29
298;14627070;1629;919;898;202;93;60;316;51;38;18;1667;1060;1041;281;131;89;367;31;91;7;37;Meißen 1;1759;867;841;368;158;56;33;69;44;16;4;0;93;0;0;0;0;0;0;0;839;369;142;66;39;35;56;11;10;1;0;87;2;15;6
299;14627080;2209;1470;1433;356;120;78;459;115;74;26;2201;1731;1709;455;192;136;603;75;125;14;37;Meißen 1;2283;1137;1116;463;222;104;42;69;71;16;3;0;126;0;0;0;0;0;0;0;1121;441;197;107;52;60;62;13;15;1;1;135;18;14;5
300;14627100;8306;5845;5722;1303;469;296;1928;545;276;231;8312;6707;6621;1600;802;451;2403;328;616;67;39;Meißen 3;8351;4541;4465;1854;724;429;229;298;236;63;76;25;531;0;0;0;0;0;0;0;4483;1843;650;451;210;284;263;55;43;24;10;548;13;64;25
301;14627110;2108;1390;1338;307;82;71;595;61;57;24;2142;1492;1467;385;122;106;625;24;107;13;38;Meißen 2;2238;1186;1140;497;196;86;35;19;116;18;6;0;151;16;0;0;0;0;0;0;1160;527;156;93;36;18;120;9;11;2;5;167;3;12;1
302;14627130;4127;2541;2477;724;199;163;678;118;185;124;4226;3047;2993;907;382;269;898;63;285;45;37;Meißen 1;4428;2238;2181;985;401;219;153;65;108;18;10;0;222;0;0;0;0;0;0;0;2195;967;340;224;165;63;95;17;17;0;1;215;15;68;8
303;14627140;22734;12463;12253;2723;1375;917;3506;1061;692;287;22891;15736;15500;3737;2277;1391;5076;609;1307;140;39;Meißen 3;23087;10093;9912;3462;2042;1196;873;494;444;162;76;39;1124;0;0;0;0;0;0;0;9962;3599;1833;1314;517;487;476;131;128;31;22;1167;96;117;44
304;14627150;6739;4906;4834;1133;406;398;1438;503;265;142;6703;5510;5449;1409;644;457;1743;265;604;59;40;Meißen 4;6708;4145;4099;1453;388;1250;109;133;146;33;13;15;471;88;0;0;0;0;0;0;4109;1642;485;791;160;202;159;36;42;5;16;467;9;70;25
305;14627170;3257;2299;2236;509;180;136;802;132;105;88;3187;2645;2620;561;329;199;1067;70;209;41;39;Meißen 3;3275;1534;1497;618;240;191;73;49;74;17;10;11;214;0;0;0;0;0;0;0;1504;580;219;199;62;61;75;19;13;3;1;225;5;37;5
306;14627180;8681;5381;5255;1385;472;351;1693;344;248;143;8821;6476;6378;1791;728;536;2219;219;536;55;39;Meißen 3;9028;4271;4179;1895;737;412;180;209;210;46;22;54;414;0;0;0;0;0;0;0;4192;1867;652;433;185;183;227;50;36;12;26;439;18;51;13
307;14627190;4696;3190;3103;743;371;329;982;130;147;52;4756;3970;3925;1116;576;393;1244;59;300;38;38;Meißen 2;4894;2877;2827;1165;615;348;77;74;144;41;16;0;312;35;0;0;0;0;0;0;2834;1180;550;365;86;67;163;28;30;6;9;300;6;31;13
308;14627200;2537;1891;1843;490;157;106;629;102;87;45;2561;1693;1669;508;194;106;607;47;117;20;38;Meißen 2;2624;1339;1316;605;239;99;48;31;93;13;3;0;165;20;0;0;0;0;0;0;1322;584;195;114;60;36;95;19;8;1;4;176;4;21;5
309;14627210;27266;19490;19228;4565;1746;1553;4416;2897;1084;593;27349;22470;22260;6029;2939;1973;5605;1656;2594;285;40;Meißen 4;27217;16011;15841;5751;1933;3300;655;1363;422;172;82;51;1439;673;0;0;0;0;0;0;15856;6228;2181;2149;812;1451;513;181;182;68;27;1472;17;471;104
310;14627220;6038;4126;4047;1023;340;235;1339;294;211;94;6068;4830;4760;1327;609;358;1628;137;406;46;38;Meißen 2;6196;3343;3276;1511;533;378;123;149;157;42;16;0;304;63;0;0;0;0;0;0;3290;1536;440;448;133;109;184;28;26;11;20;303;3;38;11
311;14627230;25464;14088;13796;3112;1764;1127;4179;726;691;314;26152;17981;17688;4504;2896;1847;5454;424;1341;154;37;Meißen 1;27338;13102;12687;4651;3835;1091;465;581;731;166;69;0;1098;0;0;0;0;0;0;0;12668;4806;3053;1361;456;389;798;133;115;106;15;1180;37;167;52
312;14627240;2262;1670;1630;423;154;98;603;69;76;39;2317;1975;1952;575;258;199;666;36;121;19;38;Meißen 2;2404;1423;1385;620;294;164;36;34;85;12;1;0;125;14;0;0;0;0;0;0;1388;656;244;153;45;27;83;15;13;1;1;126;2;17;5
313;14627250;1496;1324;1299;322;88;72;580;38;53;34;1526;1711;1687;457;168;127;680;35;120;12;38;Meißen 2;1575;1276;1243;569;200;94;50;31;81;32;3;0;162;21;0;0;0;0;0;0;1250;552;153;111;58;26;79;8;26;1;52;158;3;19;4
314;14627260;2571;1465;1415;354;152;86;448;65;70;62;2610;1709;1675;493;240;124;531;29;137;24;37;Meißen 1;2663;1243;1219;531;275;110;66;31;70;23;8;0;105;0;0;0;0;0;0;0;1224;544;228;116;61;30;74;9;11;3;1;115;3;25;4
315;14627270;3102;2447;2400;634;235;179;619;126;106;196;3143;2864;2827;819;366;273;826;73;230;57;37;Meißen 1;3201;1880;1851;726;453;188;83;84;124;21;3;0;169;0;0;0;0;0;0;0;1850;740;349;225;88;59;134;23;13;2;1;179;3;33;1
316;14627290;2947;2187;2130;421;163;111;919;102;86;56;2969;2133;2099;473;232;159;901;45;169;19;38;Meißen 2;1849;1275;1208;535;189;82;33;31;121;42;8;0;145;22;0;0;0;0;0;0;1207;562;159;99;30;25;129;9;15;5;13;134;3;19;5
317;14627310;8649;6086;5983;1530;496;371;1904;478;300;131;8567;7077;6999;1809;833;512;2381;278;712;83;39;Meißen 3;8407;4876;4799;1963;827;574;212;230;225;55;52;15;646;0;0;0;0;0;0;0;4814;1945;714;611;187;222;245;65;43;25;9;637;17;69;25
318;14627340;1336;777;752;192;50;53;264;40;44;10;1377;867;854;244;96;68;290;17;73;5;38;Meißen 2;1430;615;604;252;104;69;23;15;42;7;4;0;82;6;0;0;0;0;0;0;605;253;99;68;19;18;48;9;7;3;0;68;5;4;4
319;14627360;4673;2970;2891;663;318;193;1009;112;154;68;4754;3647;3592;949;472;304;1302;62;253;46;37;Meißen 1;4921;2465;2420;971;593;246;112;65;153;19;9;0;252;0;0;0;0;0;0;0;2430;993;476;256;107;46;169;23;8;8;5;292;5;33;9
320;14628010;6524;4810;4687;1165;397;266;1616;247;190;249;6585;5308;5243;1336;571;386;2017;108;456;117;49;Sächsische Schweiz-Osterzgebirge 2;6828;4096;4030;1986;655;298;155;104;292;42;0;0;498;0;0;0;0;0;0;0;4044;1764;571;325;168;84;301;49;39;8;0;453;13;259;10
321;14628020;4672;3152;3097;701;300;153;1106;197;102;145;4667;3930;3889;982;430;264;1523;136;288;36;50;Sächsische Schweiz-Osterzgebirge 3;4802;2697;2662;1161;396;288;80;114;234;24;25;0;340;0;0;0;0;0;0;0;2672;1164;404;227;92;115;263;30;13;10;6;302;3;34;9
322;14628030;3068;2349;2304;463;246;122;856;131;90;74;3139;2749;2717;655;406;182;1017;65;189;34;51;Sächsische Schweiz-Osterzgebirge 4;3262;2043;2004;834;401;189;60;63;197;14;22;0;218;0;0;0;0;6;0;0;2012;799;375;194;86;56;183;27;8;7;3;238;3;31;2
323;14628040;1774;1109;1058;205;84;52;421;39;46;46;1800;1290;1276;319;143;87;531;33;79;14;50;Sächsische Schweiz-Osterzgebirge 3;1825;877;869;396;123;96;25;38;89;6;3;0;93;0;0;0;0;0;0;0;867;373;128;83;35;35;93;10;7;0;1;81;1;12;8
324;14628050;8935;6483;6372;1480;547;467;1940;617;365;233;8847;7379;7310;1917;876;578;2365;302;843;72;49;Sächsische Schweiz-Osterzgebirge 2;8711;5276;5187;2248;865;611;199;362;220;72;0;0;610;0;0;0;0;0;0;0;5214;2213;808;596;255;294;251;62;41;13;6;542;13;98;22
325;14628060;11812;8069;7878;2023;835;509;2481;499;352;283;11951;9017;8898;2315;1177;724;3044;262;749;193;49;Sächsische Schweiz-Osterzgebirge 2;12152;6436;6325;2878;1163;542;252;234;424;66;0;0;766;0;0;0;0;0;0;0;6345;2700;1007;634;239;229;430;70;39;5;7;698;11;256;20
326;14628070;1594;947;929;164;66;45;371;52;44;48;1619;1138;1127;235;120;72;490;24;86;25;50;Sächsische Schweiz-Osterzgebirge 3;1628;903;874;379;104;87;28;31;85;15;5;0;140;0;0;0;0;0;0;0;881;395;102;62;30;26;97;13;10;2;0;137;0;5;2
327;14628080;5057;3711;3654;891;330;220;1171;273;176;193;5119;4298;4246;1135;505;266;1523;144;387;75;50;Sächsische Schweiz-Osterzgebirge 3;5129;2891;2848;1204;454;286;141;152;144;25;12;0;430;0;0;0;0;0;0;0;2865;1252;439;268;122;122;169;33;18;8;1;351;3;68;11
328;14628090;867;566;551;162;43;29;188;28;19;20;876;623;614;170;84;54;196;12;43;12;48;Sächsische Schweiz-Osterzgebirge 1;909;551;535;284;70;44;15;19;24;3;0;0;57;19;0;0;0;0;0;0;538;254;77;50;24;19;27;4;1;0;0;66;0;12;4
329;14628100;3463;2440;2381;596;164;114;839;144;129;76;3484;3208;3157;906;379;245;1042;92;258;41;51;Sächsische Schweiz-Osterzgebirge 4;3582;1711;1690;868;215;135;87;52;112;20;8;0;187;0;0;0;0;6;0;0;1692;835;202;144;75;59;112;20;17;1;0;195;1;25;6
330;14628110;32140;19996;19656;4631;1768;1453;6290;1500;963;816;32033;23797;23532;6054;2850;2111;8201;749;2039;330;48;Sächsische Schweiz-Osterzgebirge 1;32764;15972;15743;7085;2639;1588;419;714;706;169;80;0;1703;640;0;0;0;0;0;0;15785;6526;2550;1868;585;701;888;181;131;49;20;1742;34;440;70
331;14628130;5549;4057;3961;946;266;251;1330;298;202;144;5592;4445;4374;1175;418;335;1632;137;345;76;49;Sächsische Schweiz-Osterzgebirge 2;5741;2834;2758;1305;350;229;101;112;175;31;0;0;455;0;0;0;0;0;0;0;2768;1219;338;225;109;104;185;34;22;5;6;398;9;103;11
332;14628140;1544;950;905;167;93;66;357;56;31;14;1576;1113;1095;213;167;79;459;30;72;12;51;Sächsische Schweiz-Osterzgebirge 4;1650;883;862;317;173;74;30;40;98;4;3;0;118;0;0;0;0;5;0;0;860;309;162;76;28;36;108;6;2;3;0;105;2;21;2
333;14628150;863;599;578;151;36;34;207;31;27;21;888;654;641;166;52;46;257;16;49;19;49;Sächsische Schweiz-Osterzgebirge 2;930;504;480;234;68;40;21;16;39;3;0;0;59;0;0;0;0;0;0;0;488;221;66;43;21;14;33;4;0;2;1;65;1;17;0
334;14628160;13496;8153;8016;1705;878;475;2627;533;429;256;13469;9891;9760;2350;1361;782;3384;246;825;104;50;Sächsische Schweiz-Osterzgebirge 3;13458;6216;6097;2341;1139;577;413;247;449;72;64;0;795;0;0;0;0;0;0;0;6112;2465;1104;573;295;206;502;86;51;37;7;697;8;53;28
335;14628170;652;431;407;124;27;25;128;26;21;13;675;471;464;129;50;34;163;20;48;8;49;Sächsische Schweiz-Osterzgebirge 2;708;361;355;181;41;26;16;20;19;3;0;0;49;0;0;0;0;0;0;0;357;166;41;29;23;18;19;1;1;0;0;45;1;11;2
336;14628190;2718;1843;1800;404;112;109;719;108;61;45;2771;2085;2061;536;205;150;827;45;128;26;51;Sächsische Schweiz-Osterzgebirge 4;2868;1520;1492;696;196;137;60;51;181;13;11;0;144;0;0;0;0;3;0;0;1489;677;178;122;55;48;178;24;12;3;2;161;0;26;3
337;14628205;5511;3967;3867;992;374;202;1303;231;179;119;5583;4480;4410;1173;496;311;1624;143;371;70;49;Sächsische Schweiz-Osterzgebirge 2;5780;3338;3273;1649;482;258;120;124;208;38;0;0;394;0;0;0;0;0;0;0;3293;1544;443;280;143;115;230;32;24;6;2;378;3;76;17
