;WK-Nr;WK-Name;AGS;Wahlberechtigte;Wähler;gültige_1;CDU_1;DIE LINKE_1;SPD_1;FDP_1;GRÜNE_1;NPD_1;PIRATEN_1;BüSo_1;DSU_1;AfD_1;FREIE WÄHLER_1;Die PARTEI_1;Freie Bürger Leipzig_1;Konrad Skatula_1;Schaar_1;WAGNER_1;WV MFU_1;gültige_2;CDU_2;DIE LINKE_2;SPD_2;FDP_2;GRÜNE_2;NPD_2;Tierschutzpartei_2;PIRATEN_2;BüSo_2;DSU_2;AfD_2;pro Deutschland_2;FREIE WÄHLER_2;Die PARTEI_2
287;49;Sächsische Schweiz-Osterzgebirge 2;14628150;930;504;480;234;68;40;21;16;39;3.0;;;59.0;;;;;;;;488;221;66;43;21;14;33;4;0;2;1;65;1;17;0
288;49;Sächsische Schweiz-Osterzgebirge 2;14628170;708;361;355;181;41;26;16;20;19;3.0;;;49.0;;;;;;;;357;166;41;29;23;18;19;1;1;0;0;45;1;11;2
289;49;Sächsische Schweiz-Osterzgebirge 2;14628205;5780;3338;3273;1649;482;258;120;124;208;38.0;;;394.0;;;;;;;;3293;1544;443;280;143;115;230;32;24;6;2;378;3;76;17
290;49;Sächsische Schweiz-Osterzgebirge 2;14628220;3661;2600;2569;1125;429;271;85;145;171;29.0;;;314.0;;;;;;;;2571;1102;368;291;89;127;181;32;21;2;2;280;6;60;10
291;49;Sächsische Schweiz-Osterzgebirge 2;14628300;3661;2176;2154;1084;315;192;71;75;118;26.0;;;273.0;;;;;;;;2162;1023;295;195;84;62;134;18;9;1;2;266;5;57;11
292;50;Sächsische Schweiz-Osterzgebirge 3;14628020;4802;2697;2662;1161;396;288;80;114;234;24.0;25.0;;340.0;;;;;;;;2672;1164;404;227;92;115;263;30;13;10;6;302;3;34;9
293;50;Sächsische Schweiz-Osterzgebirge 3;14628040;1825;877;869;396;123;96;25;38;89;6.0;3.0;;93.0;;;;;;;;867;373;128;83;35;35;93;10;7;0;1;81;1;12;8
294;50;Sächsische Schweiz-Osterzgebirge 3;14628070;1628;903;874;379;104;87;28;31;85;15.0;5.0;;140.0;;;;;;;;881;395;102;62;30;26;97;13;10;2;0;137;0;5;2
295;50;Sächsische Schweiz-Osterzgebirge 3;14628080;5129;2891;2848;1204;454;286;141;152;144;25.0;12.0;;430.0;;;;;;;;2865;1252;439;268;122;122;169;33;18;8;1;351;3;68;11
296;50;Sächsische Schweiz-Osterzgebirge 3;14628160;13458;6216;6097;2341;1139;577;413;247;449;72.0;64.0;;795.0;;;;;;;;6112;2465;1104;573;295;206;502;86;51;37;7;697;8;53;28
297;50;Sächsische Schweiz-Osterzgebirge 3;14628230;1127;592;582;295;81;50;18;13;40;10.0;5.0;;70.0;;;;;;;;584;294;71;51;17;14;45;7;8;6;1;58;1;6;5
298;50;Sächsische Schweiz-Osterzgebirge 3;14628250;1631;818;796;329;134;59;35;47;52;6.0;5.0;;129.0;;;;;;;;805;322;127;64;43;49;72;4;5;4;1;97;1;10;6
299;50;Sächsische Schweiz-Osterzgebirge 3;14628270;32049;16423;16168;5407;3389;2227;616;823;1295;167.0;193.0;;2051.0;;;;;;;;16217;5831;3335;1737;578;769;1447;178;116;86;19;1694;42;285;100
300;51;Sächsische Schweiz-Osterzgebirge 4;14628030;3262;2043;2004;834;401;189;60;63;197;14.0;22.0;;218.0;;;;;6.0;;;2012;799;375;194;86;56;183;27;8;7;3;238;3;31;2
301;51;Sächsische Schweiz-Osterzgebirge 4;14628100;3582;1711;1690;868;215;135;87;52;112;20.0;8.0;;187.0;;;;;6.0;;;1692;835;202;144;75;59;112;20;17;1;0;195;1;25;6
302;51;Sächsische Schweiz-Osterzgebirge 4;14628140;1650;883;862;317;173;74;30;40;98;4.0;3.0;;118.0;;;;;5.0;;;860;309;162;76;28;36;108;6;2;3;0;105;2;21;2
303;51;Sächsische Schweiz-Osterzgebirge 4;14628190;2868;1520;1492;696;196;137;60;51;181;13.0;11.0;;144.0;;;;;3.0;;;1489;677;178;122;55;48;178;24;12;3;2;161;0;26;3
304;51;Sächsische Schweiz-Osterzgebirge 4;14628210;1857;1477;1450;564;236;193;38;97;117;16.0;14.0;;153.0;;;;;22.0;;;1450;575;212;151;57;90;114;21;8;4;0;167;3;45;3
305;51;Sächsische Schweiz-Osterzgebirge 4;14628240;2603;2009;1977;1046;332;138;38;88;132;19.0;13.0;;168.0;;;;;3.0;;;1983;894;323;185;64;95;159;25;12;7;3;190;0;21;5
306;51;Sächsische Schweiz-Osterzgebirge 4;14628260;10847;5332;5252;2026;893;386;776;138;421;27.0;28.0;;542.0;;;;;15.0;;;5249;2231;873;445;346;148;401;55;23;10;3;623;8;66;17
307;51;Sächsische Schweiz-Osterzgebirge 4;14628310;302;136;132;54;21;13;7;6;15;0.0;0.0;;16.0;;;;;0.0;;;133;56;23;10;5;4;18;2;0;0;0;15;0;0;0
308;51;Sächsische Schweiz-Osterzgebirge 4;14628320;809;352;345;141;44;37;11;18;35;3.0;4.0;;51.0;;;;;1.0;;;346;150;46;32;14;11;37;6;4;2;1;35;5;2;1
309;51;Sächsische Schweiz-Osterzgebirge 4;14628330;1216;632;614;275;80;47;17;11;101;6.0;1.0;;74.0;;;;;2.0;;;621;271;73;45;18;13;100;10;5;1;0;67;2;14;2
310;51;Sächsische Schweiz-Osterzgebirge 4;14628340;1393;718;700;313;140;47;22;26;59;6.0;4.0;;83.0;;;;;0.0;;;701;303;126;51;27;26;62;6;4;2;1;75;0;15;3
311;51;Sächsische Schweiz-Osterzgebirge 4;14628360;8529;4585;4488;1802;729;335;212;135;767;34.0;43.0;;415.0;;;;;16.0;;;4500;1759;658;381;188;154;684;62;27;17;4;484;5;57;20
312;51;Sächsische Schweiz-Osterzgebirge 4;14628370;1351;650;641;270;95;51;27;28;57;12.0;3.0;;95.0;;;;;3.0;;;643;268;80;57;33;34;61;8;2;3;1;86;2;3;5
313;51;Sächsische Schweiz-Osterzgebirge 4;14628380;4660;2603;2558;1158;346;213;192;86;204;21.0;13.0;;319.0;;;;;6.0;;;2569;1117;330;236;167;95;194;30;13;7;4;323;2;37;14
314;51;Sächsische Schweiz-Osterzgebirge 4;14628390;2103;1073;1055;463;153;94;37;46;95;11.0;6.0;;125.0;;;;;25.0;;;1059;449;145;84;50;38;106;12;13;2;0;140;0;16;4
315;52;Bautzen 1;14625040;9772;4665;4558;1899;887;804;198;102;398;64.0;;;;206.0;;;;;;;4596;1764;809;620;182;128;335;47;37;8;11;533;19;81;22
316;52;Bautzen 1;14625060;2243;1199;1184;628;153;134;60;31;112;19.0;;;;47.0;;;;;;;1191;638;138;105;41;24;77;7;4;1;0;142;3;8;3
317;52;Bautzen 1;14625090;4218;2714;2662;1354;465;266;86;62;280;35.0;;;;114.0;;;;;;;2671;1174;404;266;91;60;194;36;11;5;7;365;3;47;8
318;52;Bautzen 1;14625100;2329;1146;1113;529;191;127;82;20;124;9.0;;;;31.0;;;;;;;1117;495;172;104;40;19;95;14;5;4;7;143;3;13;3
319;52;Bautzen 1;14625140;794;372;361;206;46;26;15;10;32;7.0;;;;19.0;;;;;;;363;194;40;24;12;7;28;4;2;0;0;49;0;3;0
320;52;Bautzen 1;14625150;2646;1766;1727;789;294;146;79;51;216;27.0;;;;125.0;;;;;;;1740;767;233;119;57;36;163;15;19;3;4;247;6;66;5
321;52;Bautzen 1;14625170;2316;1575;1542;720;223;248;61;46;122;18.0;;;;104.0;;;;;;;1546;696;202;175;63;49;113;21;9;3;1;166;2;35;11
322;52;Bautzen 1;14625190;2332;1210;1159;539;203;127;40;45;131;22.0;;;;52.0;;;;;;;1182;468;182;123;49;38;84;13;9;0;2;180;1;28;5
323;52;Bautzen 1;14625380;4244;1887;1853;807;300;193;69;46;283;39.0;;;;116.0;;;;;;;1860;702;245;175;54;41;234;18;21;7;3;299;7;44;10
324;52;Bautzen 1;14625390;1743;923;897;396;177;92;32;34;99;10.0;;;;57.0;;;;;;;908;348;148;95;36;29;78;3;4;2;1;136;3;21;4
325;52;Bautzen 1;14625510;1156;561;551;270;94;58;24;15;48;12.0;;;;30.0;;;;;;;553;268;68;40;19;17;33;9;6;0;1;72;1;17;2
326;52;Bautzen 1;14625525;5486;3191;3113;1638;422;307;129;96;291;62.0;;;;168.0;;;;;;;3135;1501;347;309;127;95;211;30;24;0;2;390;8;83;8
327;52;Bautzen 1;14625530;2648;1290;1253;455;200;215;43;36;128;12.0;;;;164.0;;;;;;;1265;507;196;141;25;29;98;14;4;5;0;187;5;46;8
328;52;Bautzen 1;14625560;5858;3410;3353;1576;621;276;149;106;357;60.0;;;;208.0;;;;;;;3361;1413;439;304;120;90;304;46;32;7;4;466;10;106;20
329;52;Bautzen 1;14625590;2541;1294;1270;606;174;162;45;31;183;20.0;;;;49.0;;;;;;;1274;501;156;142;43;31;154;24;8;7;3;181;2;19;3
330;52;Bautzen 1;14625630;4526;2900;2843;1251;530;320;118;81;342;48.0;;;;153.0;;;;;;;2856;1100;451;293;128;72;299;42;25;7;3;339;5;73;19
331;53;Bautzen 2;14625010;3893;1692;1646;791;279;198;90;86;99;27.0;;;;70.0;;;6.0;;;;1665;753;217;188;94;81;81;10;15;5;1;173;2;36;9
332;53;Bautzen 2;14625050;2464;1206;1173;525;200;175;72;30;100;20.0;;;;42.0;;;9.0;;;;1176;512;170;125;68;41;86;14;13;4;3;112;1;21;6
333;53;Bautzen 2;14625080;848;519;507;356;52;18;29;9;11;12.0;;;;11.0;;;9.0;;;;510;350;41;22;25;16;10;3;2;0;0;29;0;9;3
334;53;Bautzen 2;14625130;2378;1175;1150;555;204;101;45;26;150;18.0;;;;33.0;;;18.0;;;;1163;542;171;104;33;23;134;5;10;2;4;116;1;13;5
335;53;Bautzen 2;14625180;811;478;471;246;73;40;28;14;42;8.0;;;;19.0;;;1.0;;;;471;211;61;52;18;15;33;4;2;0;1;59;1;11;3
336;53;Bautzen 2;14625200;5530;3227;3151;1439;565;419;151;103;220;50.0;;;;183.0;;;21.0;;;;3177;1350;464;375;168;111;183;46;32;9;4;335;7;81;12
337;53;Bautzen 2;14625220;3486;2192;2146;1048;436;199;98;76;156;24.0;;;;81.0;;;28.0;;;;2156;978;317;218;99;60;122;21;13;6;1;242;5;64;10
338;53;Bautzen 2;14625250;12697;6439;6308;2327;2028;492;252;169;539;124.0;;;;172.0;;;205.0;;;;6354;2442;1474;630;232;173;426;75;50;14;12;677;8;111;30
339;53;Bautzen 2;14625320;1358;714;688;314;145;73;49;18;55;10.0;;;;19.0;;;5.0;;;;700;314;123;65;30;18;37;7;8;0;0;89;0;8;1
340;53;Bautzen 2;14625350;959;599;586;428;44;21;17;17;19;15.0;;;;15.0;;;10.0;;;;591;426;30;30;16;13;12;2;8;3;0;37;1;9;4
341;53;Bautzen 2;14625410;1977;887;875;387;207;87;64;35;54;12.0;;;;25.0;;;4.0;;;;876;368;170;88;69;16;48;7;11;0;2;82;1;11;3
342;53;Bautzen 2;14625440;1695;1373;1338;966;123;62;33;52;24;17.0;;;;42.0;;;19.0;;;;1355;984;92;57;38;51;15;10;6;1;0;73;1;18;9
343;53;Bautzen 2;14625450;6288;3633;3527;1506;728;424;259;196;211;66.0;;;;103.0;;;34.0;;;;3553;1418;598;380;252;127;182;46;38;7;7;419;3;51;25
344;53;Bautzen 2;14625470;903;518;508;356;37;19;19;11;29;11.0;;;;17.0;;;9.0;;;;511;358;22;23;16;15;22;0;4;0;0;39;0;9;3
345;53;Bautzen 2;14625500;1375;820;810;554;89;36;38;20;34;12.0;;;;21.0;;;6.0;;;;816;576;55;29;20;26;29;1;7;0;0;60;3;8;2
346;53;Bautzen 2;14625540;1785;949;927;359;238;107;29;31;114;13.0;;;;10.0;;;26.0;;;;928;373;173;101;28;28;89;13;11;1;0;88;4;15;4
347;53;Bautzen 2;14625580;1391;728;709;321;145;79;46;31;42;13.0;;;;24.0;;;8.0;;;;714;310;115;70;43;26;37;1;7;1;1;87;1;12;3
348;54;Bautzen 3;14625030;5658;2991;2938;1618;569;247;76;55;227;37.0;26.0;;;83.0;;;;;;;2944;1210;607;307;113;72;206;33;13;6;7;297;9;34;30
349;54;Bautzen 3;14625270;3653;2305;2272;1366;319;177;78;68;140;28.0;7.0;;;89.0;;;;;;;2276;977;349;202;113;82;127;16;23;2;8;298;6;63;10
350;54;Bautzen 3;14625300;1586;833;815;511;95;76;32;19;46;10.0;2.0;;;24.0;;;;;;;820;378;101;85;49;21;46;9;5;1;0;95;2;23;5
351;54;Bautzen 3;14625310;7509;2938;2888;1505;530;259;66;144;202;29.0;18.0;;;135.0;;;;;;;2894;1159;591;307;92;85;168;42;25;3;1;295;10;107;9
352;54;Bautzen 3;14625370;1417;651;636;363;110;43;17;15;53;13.0;3.0;;;19.0;;;;;;;635;267;102;56;29;20;49;4;11;1;3;79;0;14;0
353;54;Bautzen 3;14625420;1957;932;908;513;153;65;23;17;87;14.0;3.0;;;33.0;;;;;;;913;358;167;74;31;20;75;7;8;1;1;154;1;13;3
354;54;Bautzen 3;14625430;8184;4633;4581;2564;727;495;127;191;223;75.0;34.0;;;145.0;;;;;;;4581;1857;739;549;246;220;199;41;52;11;9;535;13;82;28
355;54;Bautzen 3;14625480;15213;8497;8375;4404;1258;1190;224;361;408;203.0;81.0;;;246.0;;;;;;;8385;3272;1311;1282;385;447;363;100;114;32;9;835;11;170;54
356;54;Bautzen 3;14625550;2148;1122;1103;640;139;101;36;26;99;14.0;8.0;;;40.0;;;;;;;1103;471;144;110;49;27;85;12;10;5;2;148;3;32;5
357;54;Bautzen 3;14625600;3571;2106;2070;1184;289;185;64;70;140;48.0;22.0;;;68.0;;;;;;;2072;873;283;201;106;86;131;18;33;2;3;271;6;47;12
358;54;Bautzen 3;14625640;4781;2876;2849;2182;227;131;37;41;103;17.0;10.0;;;101.0;;;;;;;2843;1776;256;167;79;64;97;15;14;4;2;280;4;77;8
359;55;Bautzen 4;14625120;3077;1854;1825;966;349;142;66;33;91;19.0;;;;159.0;;;;;;;1832;983;273;167;53;30;73;12;14;2;6;164;4;40;11
360;55;Bautzen 4;14625240;30132;12083;11830;4319;3631;1127;289;253;660;132.0;;;;1419.0;;;;;;;11887;4415;3129;1403;319;205;535;77;72;20;57;942;49;604;60
361;55;Bautzen 4;14625280;2983;1656;1624;741;288;108;104;61;171;35.0;;;;116.0;;;;;;;1635;747;206;115;65;43;129;20;20;6;2;215;4;60;3
362;55;Bautzen 4;14625330;4764;2421;2356;1112;527;199;76;53;208;30.0;;;;151.0;;;;;;;2385;1127;437;196;66;37;149;12;13;6;1;267;8;57;9
363;55;Bautzen 4;14625360;2034;1019;988;411;175;61;111;31;138;22.0;;;;39.0;;;;;;;1001;446;138;63;32;18;108;10;10;1;2;155;5;11;2
364;55;Bautzen 4;14625460;704;341;332;169;38;17;22;16;41;10.0;;;;19.0;;;;;;;332;181;34;17;7;8;34;3;3;0;0;39;2;2;2
365;55;Bautzen 4;14625490;2619;1360;1300;688;173;80;80;58;136;30.0;;;;55.0;;;;;;;1327;701;134;79;47;38;100;9;14;1;3;165;3;29;4
366;55;Bautzen 4;14625570;1692;768;746;357;185;72;22;23;51;12.0;;;;24.0;;;;;;;754;340;140;79;19;17;51;7;9;0;1;66;3;8;14
367;56;Bautzen 5;14625020;33261;17006;16660;6321;3673;1954;1066;909;2247;490.0;;;;;;;;;;;16775;5465;3088;1818;610;700;1805;223;157;40;36;2398;65;281;89
368;56;Bautzen 5;14625110;3458;1704;1669;798;231;128;120;77;268;47.0;;;;;;;;;;;1676;669;187;118;81;46;191;19;9;3;6;314;2;23;8
369;56;Bautzen 5;14625160;3560;1857;1803;739;377;166;109;42;331;39.0;;;;;;;;;;;1819;625;286;156;64;31;248;16;9;2;5;326;5;38;8
370;56;Bautzen 5;14625230;1955;1021;1003;544;146;62;46;49;117;39.0;;;;;;;;;;;1011;475;109;77;37;38;99;11;13;1;0;123;2;22;4
371;56;Bautzen 5;14625290;2191;1298;1272;678;186;104;78;27;160;39.0;;;;;;;;;;;1280;587;167;103;43;23;134;13;15;3;4;163;6;16;3
372;56;Bautzen 5;14625340;4066;2638;2574;1240;440;235;144;79;366;70.0;;;;;;;;;;;2597;1121;332;198;83;63;288;27;17;2;2;405;9;38;12
373;56;Bautzen 5;14625610;2664;1622;1591;849;278;105;99;45;171;44.0;;;;;;;;;;;1604;718;225;110;66;52;142;15;11;2;2;225;12;21;3
374;57;Görlitz 1;14626010;2979;1610;1589;594;258;430;28;38;74;18.0;;;128.0;21.0;;;;;;;1597;641;275;254;61;47;85;18;15;3;6;159;1;16;16
375;57;Görlitz 1;14626060;4046;2448;2414;1191;422;209;57;56;129;22.0;;;238.0;90.0;;;;;;;2418;1115;388;231;88;60;145;22;21;6;7;248;2;76;9
376;57;Görlitz 1;14626100;1436;551;540;230;94;98;13;15;24;4.0;;;47.0;15.0;;;;;;;542;221;109;74;22;13;23;8;4;0;0;51;4;13;0
377;57;Görlitz 1;14626120;936;486;475;259;59;63;13;12;15;8.0;;;40.0;6.0;;;;;;;480;265;64;49;21;10;17;3;2;1;1;41;0;3;3
378;57;Görlitz 1;14626160;1073;537;523;230;106;57;9;14;30;6.0;;;57.0;14.0;;;;;;;524;213;107;60;17;13;30;4;7;1;0;57;2;10;3
379;57;Görlitz 1;14626190;1579;794;773;359;164;41;18;33;54;5.0;;;74.0;25.0;;;;;;;783;371;125;53;22;27;59;7;3;0;1;90;3;19;3
380;57;Görlitz 1;14626200;1502;697;686;275;184;41;20;27;33;9.0;;;84.0;13.0;;;;;;;688;286;149;61;22;20;44;5;3;0;0;85;3;8;2
381;57;Görlitz 1;14626230;2072;1347;1319;613;223;116;47;36;67;17.0;;;166.0;34.0;;;;;;;1327;639;172;127;45;43;80;12;14;2;3;164;2;22;2
382;57;Görlitz 1;14626250;3026;1420;1402;572;274;215;23;24;70;3.0;;;178.0;43.0;;;;;;;1402;545;258;154;44;34;74;11;5;1;2;230;0;40;4
383;57;Görlitz 1;14626260;782;363;355;139;63;35;7;10;38;4.0;;;46.0;13.0;;;;;;;354;134;62;30;9;8;36;3;4;1;0;56;1;8;2
384;57;Görlitz 1;14626320;867;380;376;151;73;30;10;6;26;3.0;;;68.0;9.0;;;;;;;374;152;60;24;19;11;32;5;2;2;0;64;1;2;0
385;57;Görlitz 1;14626330;1442;673;657;225;135;60;24;25;54;14.0;;;104.0;16.0;;;;;;;661;242;117;58;33;20;65;8;6;3;0;99;0;9;1
386;57;Görlitz 1;14626370;8181;3916;3840;1411;1123;322;123;94;203;27.0;;;449.0;88.0;;;;;;;3858;1456;844;425;158;98;225;36;25;5;4;487;12;74;9
387;57;Görlitz 1;14626440;1102;527;513;208;130;43;9;11;28;3.0;;;64.0;17.0;;;;;;;515;204;105;54;12;12;28;5;3;1;0;75;1;15;0
388;57;Görlitz 1;14626460;2230;911;886;457;124;67;22;17;50;6.0;;;91.0;52.0;;;;;;;886;405;115;81;25;22;60;11;5;1;1;102;1;51;6
389;57;Görlitz 1;14626480;4008;1877;1830;731;486;180;51;54;86;17.0;;;182.0;43.0;;;;;;;1835;696;424;228;60;51;102;16;11;2;0;193;5;41;6
390;57;Görlitz 1;14626490;2349;993;961;455;200;101;19;42;52;7.0;;;70.0;15.0;;;;;;;971;472;175;84;26;51;53;7;2;0;3;80;1;13;4
391;57;Görlitz 1;14626520;2047;1017;999;379;153;89;56;54;63;14.0;;;161.0;30.0;;;;;;;1003;397;136;98;59;46;73;9;7;5;1;147;2;22;1
392;57;Görlitz 1;14626560;821;399;382;188;57;42;15;12;17;3.0;;;42.0;6.0;;;;;;;387;216;55;28;14;12;13;0;0;0;0;47;1;1;0
393;57;Görlitz 1;14626580;2051;1294;1274;570;263;97;23;36;60;10.0;;;156.0;59.0;;;;;;;1281;568;220;112;38;35;62;17;7;2;1;163;5;49;2
394;57;Görlitz 1;14626590;1109;462;451;184;85;63;7;11;35;3.0;;;39.0;24.0;;;;;;;451;183;79;57;6;13;34;4;2;0;2;49;0;21;1
395;57;Görlitz 1;14626600;14834;5256;5176;1921;1379;784;121;118;210;49.0;;;444.0;150.0;;;;;;;5177;1880;1298;698;157;138;210;74;41;7;3;521;11;117;22
396;58;Görlitz 2;14626110;44262;18253;17883;6508;3573;1459;1061;1466;810;342.0;;;2664.0;;;;;;;;17979;6710;3332;2035;704;938;872;258;228;47;21;2461;48;193;132
397;58;Görlitz 2;14626240;996;458;451;197;61;29;24;22;32;7.0;;;79.0;;;;;;;;455;202;61;33;17;16;33;3;5;2;1;74;1;7;0
398;58;Görlitz 2;14626300;3257;1858;1808;778;283;140;128;116;92;18.0;;;253.0;;;;;;;;1820;820;277;161;76;71;99;16;14;4;5;238;5;28;6
399;58;Görlitz 2;14626450;4197;2154;2096;725;417;177;132;125;134;25.0;;;361.0;;;;;;;;2105;798;376;198;96;90;126;26;11;4;2;309;2;55;12
400;58;Görlitz 2;14626570;1434;681;659;284;91;48;40;34;44;6.0;;;112.0;;;;;;;;664;322;74;55;23;26;41;5;5;0;1;91;1;19;1
401;59;Görlitz 3;14626020;982;532;523;217;81;43;22;33;41;5.0;;;81.0;;;;;;;;520;212;74;46;8;20;41;4;3;0;1;94;2;13;2
402;59;Görlitz 3;14626030;2939;1751;1713;810;276;151;85;79;57;19.0;;;236.0;;;;;;;;1717;850;249;153;73;59;60;12;10;3;5;213;0;24;6
403;59;Görlitz 3;14626070;861;432;418;181;46;18;11;19;12;0.0;;;131.0;;;;;;;;420;166;41;20;13;10;12;3;1;0;1;141;4;7;1
404;59;Görlitz 3;14626085;10937;5152;5030;1834;857;387;201;703;286;58.0;;;704.0;;;;;;;;5063;1980;861;492;225;233;307;43;35;4;14;716;12;120;21
405;59;Görlitz 3;14626150;1124;457;452;184;71;27;16;22;20;3.0;;;109.0;;;;;;;;451;185;69;24;17;8;27;2;3;1;0;99;0;14;2
406;59;Görlitz 3;14626180;4995;2618;2553;1080;411;290;95;207;101;31.0;;;338.0;;;;;;;;2573;1103;397;235;118;170;103;30;27;1;8;319;6;48;8
407;59;Görlitz 3;14626245;6611;3516;3447;1440;573;293;163;212;172;33.0;;;561.0;;;;;;;;3465;1444;543;318;146;117;191;38;26;4;12;525;9;83;9
408;59;Görlitz 3;14626270;1622;864;844;360;142;55;47;32;61;5.0;;;142.0;;;;;;;;854;375;121;62;43;16;61;6;2;2;3;140;2;19;2
409;59;Görlitz 3;14626290;13193;6574;6405;2449;1477;552;328;252;364;86.0;;;897.0;;;;;;;;6447;2444;1354;583;282;151;400;50;59;14;8;861;8;210;23
410;59;Görlitz 3;14626350;2898;1771;1739;717;243;138;96;104;103;22.0;;;316.0;;;;;;;;1751;691;241;145;77;68;102;23;13;8;4;298;6;71;4
411;59;Görlitz 3;14626410;2109;971;949;426;129;59;39;45;82;4.0;;;165.0;;;;;;;;955;406;120;63;31;25;88;6;1;0;0;156;3;52;4
412;59;Görlitz 3;14626420;2092;927;897;405;139;83;60;46;29;10.0;;;125.0;;;;;;;;907;397;129;90;69;43;26;9;5;3;1;108;2;16;9
413;59;Görlitz 3;14626470;1317;601;588;277;77;49;39;21;47;3.0;;;75.0;;;;;;;;592;271;69;47;24;19;51;3;3;1;0;71;0;29;4
414;59;Görlitz 3;14626500;1283;587;572;272;104;61;21;13;26;8.0;;;67.0;;;;;;;;576;274;96;53;27;4;22;8;4;0;1;71;3;11;2
415;59;Görlitz 3;14626510;985;486;474;173;83;38;44;17;25;5.0;;;89.0;;;;;;;;478;168;95;41;23;8;25;2;3;0;0;100;3;6;4
416;60;Görlitz 4;14626050;1882;937;913;367;146;81;32;39;68;4.0;;;129.0;47.0;;;;;;;915;320;153;89;43;39;70;18;5;1;0;124;7;42;4
417;60;Görlitz 4;14626140;4915;2429;2373;1054;315;252;81;88;142;22.0;;;355.0;64.0;;;;;;;2386;975;309;275;106;86;149;33;16;1;2;364;4;49;17
418;60;Görlitz 4;14626170;1307;540;533;247;72;33;37;28;22;7.0;;;70.0;17.0;;;;;;;531;211;75;47;41;33;18;9;1;2;0;79;3;9;3
419;60;Görlitz 4;14626210;1406;674;662;299;87;55;32;25;31;3.0;;;89.0;41.0;;;;;;;661;259;94;66;40;30;35;7;2;1;3;87;3;32;2
420;60;Görlitz 4;14626280;3152;1505;1468;686;246;121;38;55;83;15.0;;;176.0;48.0;;;;;;;1476;656;245;130;45;48;89;10;9;1;4;199;5;30;5
421;60;Görlitz 4;14626310;3117;1560;1525;689;207;106;43;78;74;16.0;;;198.0;114.0;;;;;;;1534;640;218;137;47;69;95;17;15;3;3;217;2;68;3
422;60;Görlitz 4;14626390;4570;2522;2480;1153;353;173;68;98;109;19.0;;;304.0;203.0;;;;;;;2484;1034;379;243;88;101;136;25;16;0;4;360;2;91;5
423;60;Görlitz 4;14626400;4428;2584;2531;954;532;248;91;110;82;19.0;;;398.0;97.0;;;;;;;2541;899;527;289;130;96;94;42;24;4;6;344;10;73;3
424;60;Görlitz 4;14626430;1244;544;534;252;90;45;26;18;22;2.0;;;62.0;17.0;;;;;;;536;220;99;54;32;18;29;8;1;2;0;59;2;11;1
425;60;Görlitz 4;14626530;3312;1749;1716;602;379;168;56;71;103;15.0;;;267.0;55.0;;;;;;;1727;565;384;180;53;67;116;19;10;4;8;267;3;42;9
426;60;Görlitz 4;14626610;22359;10059;9666;3709;1973;1021;370;531;600;132.0;;;980.0;350.0;;;;;;;9752;3500;1962;1168;414;481;592;117;99;21;16;1025;32;268;57
427;2733;Leipzig 1-7;14713000;432324;191422;189221;54940;47451;32674;5618;21353;5437;3576.0;749.0;0.0;13255.0;2721.0;1370.0;77.0;0.0;0.0;0.0;0.0;189582;56715;42926;30685;6132;21342;6331;2845;3454;440;223;13862;269;1824;2534
428;4147;Dresden 1-7;14612000;428666;245320;241970;80192;49829;37204;9724;26760;7392;5927.0;1097.0;0.0;16377.0;5689.0;1638.0;0.0;0.0;0.0;0.0;141.0;242931;83270;46176;33347;9344;26511;8052;3110;4827;670;299;19809;352;3482;3682
429;6677;Zwickau 2-3;14524330;77250;30305;29737;11284;7081;4006;997;1559;1193;375.0;209.0;0.0;2298.0;735.0;0.0;0.0;0.0;0.0;0.0;0.0;29897;11951;6545;3891;920;1220;1249;335;243;94;27;2868;32;359;163
430;1012;Chemnitz 1-3;14511000;199440;93759;92230;32414;25513;14416;4618;6939;5091;2222.0;1017.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92904;32906;21840;12892;3302;5677;3594;1014;1230;197;106;8568;244;668;666
